41,-59,-32
41,-75,-55
39,-69,-13
40,-59,-23
41,-96,-50
40,-99,-19
41,-88,-54
42,-94,-51
40,-111,-25
39,-97,-18
32,-69,-51
32,-86,-48
32,-98,-49
31,-111,-38
30,-108,-27
31,-99,-15
20,-90,-35
20,-93,-26
19,-67,-17
20,-71,-23
20,-89,-40
20,-91,-40
19,-66,-16
19,-103,-16
20,-92,-16
19,-104,-18
19,-71,0
19,-84,5
19,-71,-3
19,-64,-4
41,-58,-34
41,-78,-54
39,-71,-14
40,-59,-23
42,-89,-54
40,-112,-35
40,-112,-27
40,-113,-32
32,-69,-48
32,-91,-52
32,-90,-53
32,-97,-49
30,-82,-7
30,-62,-4
30,-81,-6
30,-61,-4
30,-107,-25
31,-98,-15
31,-110,-39
89,-125,-71
20,-80,-37
20,-92,-41
20,-79,-37
20,-93,-28
21,-99,-30
21,-97,-32
20,-92,-18
19,-89,6
19,-64,-7
20,-64,-6
