,beta,p_perm,p_perm_fdr0.05,type,color
TRIM44,3.214359045252741e-05,0.8448,False,nosig,grey
NELFE,3.2129085691344256e-05,0.7871,False,nosig,grey
SAT2,3.208095409059234e-05,0.847,False,nosig,grey
PCM1,3.20670211765098e-05,0.8257,False,nosig,grey
CNEP1R1,3.203790699010512e-05,0.8254,False,nosig,grey
DNMBP,3.20223000441585e-05,0.8689,False,nosig,grey
BOLA3,3.201435938869978e-05,0.8297,False,nosig,grey
RCAN1,3.200911848370681e-05,0.8297,False,nosig,grey
N4BP2L1,3.19876717209071e-05,0.8168,False,nosig,grey
VPS50,3.1954600809647495e-05,0.8133,False,nosig,grey
ADAM10,3.194721505777199e-05,0.8241,False,nosig,grey
LLPH,3.19057038380648e-05,0.8803,False,nosig,grey
ZNF106,3.1891469900020055e-05,0.7721,False,nosig,grey
MAD2L2,3.18805793615609e-05,0.8629,False,nosig,grey
RNF38,3.177048635715631e-05,0.8352,False,nosig,grey
PPP1R35,3.175635968288867e-05,0.8698,False,nosig,grey
SPOCK3,3.1634972067529506e-05,0.815,False,nosig,grey
TFAP2E,3.162318123585376e-05,0.8262,False,nosig,grey
USP27X-AS1,3.153771609995829e-05,0.7807,False,nosig,grey
CXorf67,3.146079717490201e-05,0.9276,False,nosig,grey
MAX,3.142260337819663e-05,0.7994,False,nosig,grey
TMCC1,3.141756029016043e-05,0.8356,False,nosig,grey
RPH3AL,3.14117935577869e-05,0.8471,False,nosig,grey
UBA1,3.1377438814852966e-05,0.7467,False,nosig,grey
SGMS1,3.136231958821053e-05,0.8332,False,nosig,grey
CPSF1,3.134223461779561e-05,0.7701,False,nosig,grey
ST8SIA3,3.129612967492019e-05,0.7248,False,nosig,grey
GMPPA,3.12766325923954e-05,0.8984,False,nosig,grey
DIAPH1,3.125462348477708e-05,0.8195,False,nosig,grey
ARHGAP5-AS1,3.1172015919183654e-05,0.9214,False,nosig,grey
TMX2,3.113514032136859e-05,0.778,False,nosig,grey
TMEM169,3.110723930460585e-05,0.9088,False,nosig,grey
DNAJB7,3.104877794968632e-05,0.863,False,nosig,grey
HADHB,3.1031197267011104e-05,0.8812,False,nosig,grey
CFAP161,3.102738831731546e-05,0.9053,False,nosig,grey
NCKAP5,3.1003209029929434e-05,0.8029,False,nosig,grey
CRELD2,3.096809604201617e-05,0.9088,False,nosig,grey
ATP5MF,3.0956986497332214e-05,0.8056,False,nosig,grey
SEC11A,3.09560794668517e-05,0.7431,False,nosig,grey
API5,3.086425791750212e-05,0.8414,False,nosig,grey
DTYMK,3.083078680431072e-05,0.8193,False,nosig,grey
MAP2,3.0789641967484806e-05,0.897,False,nosig,grey
MCAT,3.073676225764397e-05,0.8556,False,nosig,grey
ZNF703,3.0621496587020694e-05,0.8144,False,nosig,grey
SNX25,3.061743814729388e-05,0.8907,False,nosig,grey
RBFOX3,3.05424086373135e-05,0.6981,False,nosig,grey
TNS2,3.0502145594141154e-05,0.8803,False,nosig,grey
ACAT1,3.0502087408849175e-05,0.8593,False,nosig,grey
TTLL5,3.0481649620584852e-05,0.903,False,nosig,grey
RPRD1B,3.046969929552604e-05,0.8872,False,nosig,grey
GABRD,3.04270246729987e-05,0.8202,False,nosig,grey
SERBP1,3.0390501002555525e-05,0.8746,False,nosig,grey
RSBN1,3.038945324678849e-05,0.8826,False,nosig,grey
ATP6V1B2,3.0280827050609765e-05,0.8456,False,nosig,grey
PES1,3.0268042435075618e-05,0.8716,False,nosig,grey
SEL1L,3.0260320829865646e-05,0.7862,False,nosig,grey
FAM133DP,3.0242430457388094e-05,0.783,False,nosig,grey
NUMA1,3.0142721935839577e-05,0.6614,False,nosig,grey
UBC,3.012397213579988e-05,0.8597,False,nosig,grey
BCLAF1,3.0082261668668325e-05,0.8782,False,nosig,grey
CDK5R1,2.9958447620038895e-05,0.8898,False,nosig,grey
CSK,2.9939032403261666e-05,0.7872,False,nosig,grey
PPP1R9B,2.9937105638341405e-05,0.7873,False,nosig,grey
OR11A1,2.9912519368132798e-05,0.8861,False,nosig,grey
DDX3X,2.9865024131533648e-05,0.8545,False,nosig,grey
LCN12,2.984649465571291e-05,0.8923,False,nosig,grey
CTXN2,2.9838714154424648e-05,0.813,False,nosig,grey
CCDC34,2.9668720664431415e-05,0.8546,False,nosig,grey
VAT1L,2.9667379398648697e-05,0.8117,False,nosig,grey
LINC00216,2.963827172774604e-05,0.7549,False,nosig,grey
LOC100506476,2.9627992241948473e-05,0.851,False,nosig,grey
FBXO34,2.9623555526176354e-05,0.8663,False,nosig,grey
NAALAD2,2.960342087431265e-05,0.7467,False,nosig,grey
NPY1R,2.9562081348318448e-05,0.9122,False,nosig,grey
CCDC85C,2.948787285740496e-05,0.8864,False,nosig,grey
FAM198B,2.941863478652605e-05,0.8106,False,nosig,grey
INCENP,2.9354982438199553e-05,0.8687,False,nosig,grey
ZNF700,2.9349198529473094e-05,0.9016,False,nosig,grey
OR2W3,2.934321641844236e-05,0.8929,False,nosig,grey
CEP120,2.9338187805271608e-05,0.8603,False,nosig,grey
PWARSN,2.9292763349260392e-05,0.8264,False,nosig,grey
MAPKAPK5-AS1,2.9216682445066694e-05,0.8227,False,nosig,grey
CCNI,2.919608519498949e-05,0.8057,False,nosig,grey
OXA1L,2.916955004650388e-05,0.8465,False,nosig,grey
NAP1L5,2.9147110902261638e-05,0.8235,False,nosig,grey
MRPS7,2.9098793523855394e-05,0.8302,False,nosig,grey
ZNF137P,2.9093028383608476e-05,0.8983,False,nosig,grey
CLDN15,2.901386887460955e-05,0.8469,False,nosig,grey
PART1,2.8949878896820512e-05,0.9007,False,nosig,grey
ADCK2,2.890838604775272e-05,0.877,False,nosig,grey
TAAR2,2.8735111063569767e-05,0.8724,False,nosig,grey
VCX,2.872123812758315e-05,0.8557,False,nosig,grey
SEPT3,2.8712412334987168e-05,0.8496,False,nosig,grey
IREB2,2.8575743880549098e-05,0.8417,False,nosig,grey
CHCHD4,2.849705036828778e-05,0.7929,False,nosig,grey
CLN5,2.8389971063619494e-05,0.9055,False,nosig,grey
DNAJB6,2.8386944965128427e-05,0.7613,False,nosig,grey
KLHL29,2.8367144991645278e-05,0.8554,False,nosig,grey
SF1,2.832707491024012e-05,0.8051,False,nosig,grey
RMC1,2.8294241022392705e-05,0.8927,False,nosig,grey
RPS15,2.829158268245879e-05,0.8224,False,nosig,grey
FOXO1,2.820782687902146e-05,0.8411,False,nosig,grey
RC3H1,2.817826910611864e-05,0.8932,False,nosig,grey
CCNT1,2.8160879081040026e-05,0.8665,False,nosig,grey
NDUFA2,2.809368608291412e-05,0.8019,False,nosig,grey
MLST8,2.7962285589417536e-05,0.8161,False,nosig,grey
ABCA8,2.7950040852560733e-05,0.8835,False,nosig,grey
BAG6,2.7885013449629876e-05,0.7894,False,nosig,grey
SETD4,2.784168265341255e-05,0.8692,False,nosig,grey
ZBED5,2.780887933973946e-05,0.5324,False,nosig,grey
IDH3B,2.7698797887119278e-05,0.7962,False,nosig,grey
FGFRL1,2.7652817624729422e-05,0.8101,False,nosig,grey
TYROBP,2.7622866510754084e-05,0.8983,False,nosig,grey
MON1B,2.762112179313299e-05,0.733,False,nosig,grey
NKRF,2.758766863471074e-05,0.9128,False,nosig,grey
SNX16,2.7531039900825426e-05,0.8996,False,nosig,grey
TSR3,2.7498491132968292e-05,0.815,False,nosig,grey
CBLN1,2.7479564853943e-05,0.8472,False,nosig,grey
RBX1,2.7433966447785257e-05,0.8461,False,nosig,grey
LOC101928424,2.740884070973853e-05,0.9139,False,nosig,grey
RORA,2.7392841310177182e-05,0.8222,False,nosig,grey
PTCD2,2.738974149706913e-05,0.9239,False,nosig,grey
TMEM121B,2.7306422814256672e-05,0.7495,False,nosig,grey
MUTYH,2.7269044026813854e-05,0.8574,False,nosig,grey
PRPF38A,2.7178777636778585e-05,0.8493,False,nosig,grey
SBF1,2.717681465323694e-05,0.7867,False,nosig,grey
WFDC12,2.7134959669415374e-05,0.8114,False,nosig,grey
CPPED1,2.7111929901932283e-05,0.8906,False,nosig,grey
TRIM47,2.7041157985406472e-05,0.8695,False,nosig,grey
PPFIBP1,2.703268278324924e-05,0.8937,False,nosig,grey
BAZ2B,2.698544101901534e-05,0.8561,False,nosig,grey
TTC39C,2.6961127657328442e-05,0.9353,False,nosig,grey
ATG2A,2.6959933799993334e-05,0.8312,False,nosig,grey
NAXE,2.6928525612069396e-05,0.8407,False,nosig,grey
HSPA12A,2.691156345459034e-05,0.8442,False,nosig,grey
CNTLN,2.6879227410625973e-05,0.821,False,nosig,grey
ZNF253,2.687084400625872e-05,0.8041,False,nosig,grey
RAN,2.6857867401987358e-05,0.8565,False,nosig,grey
KCNJ9,2.6745126512935804e-05,0.9067,False,nosig,grey
HSP90B1,2.670038341471221e-05,0.8543,False,nosig,grey
CD200,2.668496717294423e-05,0.8347,False,nosig,grey
GRB2,2.6682928435664584e-05,0.9159,False,nosig,grey
C15orf41,2.6680470886181168e-05,0.8653,False,nosig,grey
EIF2S2,2.6650043042680694e-05,0.8669,False,nosig,grey
TSFM,2.663757240938235e-05,0.8835,False,nosig,grey
LRRC75B,2.658009392365142e-05,0.8601,False,nosig,grey
CHCHD2,2.6529982174513174e-05,0.7724,False,nosig,grey
POMC,2.6504613239089245e-05,0.9229,False,nosig,grey
PRM2,2.6419845474923663e-05,0.8703,False,nosig,grey
TARBP1,2.641880530703232e-05,0.7764,False,nosig,grey
SMIM37,2.637125745363591e-05,0.8222,False,nosig,grey
SERPINH1,2.634651267755338e-05,0.9291,False,nosig,grey
CFL1P1,2.6341387738149412e-05,0.8501,False,nosig,grey
RTL10,2.63412363954315e-05,0.816,False,nosig,grey
PNMA1,2.632159096137817e-05,0.826,False,nosig,grey
ZC3H15,2.630823359604133e-05,0.8093,False,nosig,grey
BEST1,2.6304431552517907e-05,0.88,False,nosig,grey
LINC00467,2.6280638264867322e-05,0.921,False,nosig,grey
ENTPD6,2.6238498495218257e-05,0.8381,False,nosig,grey
LOC101930370,2.6216513074070163e-05,0.9042,False,nosig,grey
RPL13AP3,2.6143392258170556e-05,0.8002,False,nosig,grey
FAM241B,2.6131120444828784e-05,0.8642,False,nosig,grey
ALS2,2.6119757714093026e-05,0.8749,False,nosig,grey
MAN1A1,2.6114423084169466e-05,0.9293,False,nosig,grey
PPIG,2.610405850010032e-05,0.8414,False,nosig,grey
TAGLN2,2.6037112084846174e-05,0.8399,False,nosig,grey
CLDN12,2.590327837781558e-05,0.8942,False,nosig,grey
AMN,2.5870787692013925e-05,0.7687,False,nosig,grey
RAB10,2.580106995333579e-05,0.8868,False,nosig,grey
KRIT1,2.5781912230031188e-05,0.8823,False,nosig,grey
KCNMB2,2.577984632451392e-05,0.9218,False,nosig,grey
GPR78,2.5760456486788894e-05,0.792,False,nosig,grey
FAM162A,2.574787849973239e-05,0.8615,False,nosig,grey
HBS1L,2.5740489779830273e-05,0.8426,False,nosig,grey
CDC42SE1,2.570247829681996e-05,0.865,False,nosig,grey
PRDX1,2.568285977056534e-05,0.8967,False,nosig,grey
MED16,2.5624600627454803e-05,0.918,False,nosig,grey
GALNT10,2.5600150121917615e-05,0.925,False,nosig,grey
SEC22C,2.5578022623590607e-05,0.8815,False,nosig,grey
KIAA1551,2.544538083777652e-05,0.9331,False,nosig,grey
TTC32,2.5433614072102234e-05,0.843,False,nosig,grey
ZNRF1,2.541298814655529e-05,0.8821,False,nosig,grey
NTHL1,2.5369636965345476e-05,0.8569,False,nosig,grey
CAMK1D,2.5361657374159427e-05,0.8325,False,nosig,grey
RCHY1,2.5347562273453068e-05,0.8355,False,nosig,grey
B4GALT4,2.530745638449608e-05,0.813,False,nosig,grey
MNAT1,2.52878710651022e-05,0.7895,False,nosig,grey
SLC35E4,2.5250712039153188e-05,0.7874,False,nosig,grey
CFL2,2.5122110945716523e-05,0.8009,False,nosig,grey
ASCC3,2.5098406389798172e-05,0.9099,False,nosig,grey
LIN52,2.5065289950790213e-05,0.9381,False,nosig,grey
FUT6,2.5061244156487328e-05,0.8769,False,nosig,grey
PHLPP2,2.504676934353886e-05,0.8216,False,nosig,grey
RXYLT1,2.495630279241384e-05,0.8794,False,nosig,grey
SMO,2.490783491644997e-05,0.9115,False,nosig,grey
LMBR1,2.485148106584032e-05,0.8108,False,nosig,grey
AATK,2.4824660385488672e-05,0.8269,False,nosig,grey
FAM13C,2.482352752685726e-05,0.8932,False,nosig,grey
STRAP,2.4757927126286727e-05,0.7919,False,nosig,grey
ZNF583,2.4752743459329852e-05,0.8778,False,nosig,grey
ACTR1A,2.4697942694022972e-05,0.8597,False,nosig,grey
MRPS36,2.4682305867350153e-05,0.9012,False,nosig,grey
RAF1,2.4660228092640527e-05,0.837,False,nosig,grey
LINC00632,2.465796733074824e-05,0.8942,False,nosig,grey
WDR70,2.4618424385455252e-05,0.8954,False,nosig,grey
SETD7,2.452596642054272e-05,0.9402,False,nosig,grey
NCBP2-AS2,2.449527972638604e-05,0.8506,False,nosig,grey
TRNP1,2.4452850560377337e-05,0.8455,False,nosig,grey
NPC1,2.4447431579245352e-05,0.8564,False,nosig,grey
PRKD2,2.4407729596537227e-05,0.9464,False,nosig,grey
GALK1,2.4375896333100474e-05,0.9108,False,nosig,grey
ZNF440,2.4343200130281932e-05,0.8505,False,nosig,grey
MTG2,2.433249270758782e-05,0.8817,False,nosig,grey
LOC339803,2.428322102289483e-05,0.8784,False,nosig,grey
MRFAP1L1,2.426469644164821e-05,0.8664,False,nosig,grey
RIOX2,2.4094173238618244e-05,0.9118,False,nosig,grey
BUD31,2.4065438913993333e-05,0.856,False,nosig,grey
KRTAP10-2,2.395768794916208e-05,0.8941,False,nosig,grey
ZNF724,2.389161819004672e-05,0.6803,False,nosig,grey
AARS,2.3890291432794292e-05,0.8426,False,nosig,grey
LAPTM4A,2.387432673045274e-05,0.9076,False,nosig,grey
ACTL6B,2.3867982609165713e-05,0.8591,False,nosig,grey
HNF1A,2.3826100186401694e-05,0.8611,False,nosig,grey
SMIM19,2.381416148971924e-05,0.9005,False,nosig,grey
FGF7P6,2.3767188354967177e-05,0.8757,False,nosig,grey
TSC22D4,2.3758512316051014e-05,0.8118,False,nosig,grey
PLCG2,2.375743399037808e-05,0.9568,False,nosig,grey
ZNF619,2.3747388032697243e-05,0.9277,False,nosig,grey
RBM33,2.371876737849999e-05,0.8811,False,nosig,grey
SPTAN1,2.3659346833574557e-05,0.8297,False,nosig,grey
ZNF525,2.3658076136875734e-05,0.7731,False,nosig,grey
RPL23A,2.3593562691839496e-05,0.8371,False,nosig,grey
ZNF563,2.3564332141340425e-05,0.9204,False,nosig,grey
SH2B1,2.3533866838483395e-05,0.8518,False,nosig,grey
RAD23A,2.3522826142485845e-05,0.8704,False,nosig,grey
FANK1,2.351803445213631e-05,0.9162,False,nosig,grey
RPS20,2.3472611396029848e-05,0.8452,False,nosig,grey
ZNF720,2.3467216734759762e-05,0.9203,False,nosig,grey
ADAMTS8,2.3450210553055044e-05,0.9401,False,nosig,grey
DENND6A,2.3391199497508933e-05,0.8554,False,nosig,grey
RNF4,2.3369344702083987e-05,0.881,False,nosig,grey
CEP126,2.3352407633042236e-05,0.9201,False,nosig,grey
NRCAM,2.3323924427837993e-05,0.9235,False,nosig,grey
POU3F4,2.327684680500766e-05,0.9281,False,nosig,grey
NEAT1,2.325773094802946e-05,0.8985,False,nosig,grey
ANKRD20A9P,2.3244844391384064e-05,0.8976,False,nosig,grey
BMS1P20,2.3239604707074737e-05,0.8466,False,nosig,grey
ANKZF1,2.3203540582663212e-05,0.8163,False,nosig,grey
STK4-AS1,2.3145730488704417e-05,0.9477,False,nosig,grey
APCDD1,2.3139270125697906e-05,0.8492,False,nosig,grey
ANTXR1,2.312612849569024e-05,0.878,False,nosig,grey
ZNF233,2.309451375711208e-05,0.9449,False,nosig,grey
LRRTM1,2.3047516087529227e-05,0.9418,False,nosig,grey
KLF14,2.303672761359693e-05,0.833,False,nosig,grey
AGBL5,2.2979077166992656e-05,0.9067,False,nosig,grey
CLMN,2.2927186809761148e-05,0.8321,False,nosig,grey
SLC19A1,2.29254293481413e-05,0.9314,False,nosig,grey
CREB3L2,2.2908044417299572e-05,0.9214,False,nosig,grey
PRRG3,2.2896801326614624e-05,0.9197,False,nosig,grey
BTBD2,2.288969060670482e-05,0.8791,False,nosig,grey
CPNE2,2.2867776216805973e-05,0.9208,False,nosig,grey
KRTAP5-3,2.285342215422654e-05,0.9045,False,nosig,grey
AIF1,2.278565587082421e-05,0.9283,False,nosig,grey
SLFN12,2.277157020650365e-05,0.9181,False,nosig,grey
TFDP1,2.273769257595383e-05,0.9344,False,nosig,grey
RFXAP,2.271009157753823e-05,0.9021,False,nosig,grey
DYNLRB1,2.2649535629465734e-05,0.8854,False,nosig,grey
UQCRB,2.2633968718280073e-05,0.8272,False,nosig,grey
DCN,2.2582417442893158e-05,0.9001,False,nosig,grey
ADAP2,2.256963135569667e-05,0.871,False,nosig,grey
B4GALNT4,2.2547249683228008e-05,0.8972,False,nosig,grey
SNCB,2.251865649600548e-05,0.8958,False,nosig,grey
LOC101928111,2.2451992470808223e-05,0.9039,False,nosig,grey
MYB,2.2389887186267687e-05,0.9561,False,nosig,grey
KRI1,2.232681036236808e-05,0.7661,False,nosig,grey
TOR2A,2.2317437820108872e-05,0.8823,False,nosig,grey
HIF3A,2.2310295759957972e-05,0.9137,False,nosig,grey
AXIN2,2.2300891688955922e-05,0.8827,False,nosig,grey
SENP2,2.2291216850874e-05,0.8918,False,nosig,grey
C1QTNF12,2.2290989990848724e-05,0.9154,False,nosig,grey
PRR14L,2.2268244135317998e-05,0.9004,False,nosig,grey
MED21,2.225045792740191e-05,0.9208,False,nosig,grey
MMAB,2.2217127514165165e-05,0.9099,False,nosig,grey
ZNF251,2.2207654284896264e-05,0.8767,False,nosig,grey
METTL22,2.218092146275997e-05,0.8774,False,nosig,grey
CTSK,2.2087095872854374e-05,0.9229,False,nosig,grey
MTUS2,2.2000433236524874e-05,0.8707,False,nosig,grey
COL4A2,2.196758306228395e-05,0.9336,False,nosig,grey
KANSL2,2.1940345304638805e-05,0.9136,False,nosig,grey
C17orf97,2.1929294341254955e-05,0.9239,False,nosig,grey
CRACR2B,2.188861678838459e-05,0.8825,False,nosig,grey
IFRD1,2.1831268170190493e-05,0.8991,False,nosig,grey
MBOAT7,2.181841917081328e-05,0.8103,False,nosig,grey
CENPX,2.1801339415686953e-05,0.8184,False,nosig,grey
FGD2,2.1796795639156355e-05,0.9071,False,nosig,grey
EIF4G3,2.178378097083723e-05,0.8086,False,nosig,grey
VCL,2.1764632446328415e-05,0.9433,False,nosig,grey
SLC16A2,2.176179908976558e-05,0.9227,False,nosig,grey
AHCYL2,2.174985219105235e-05,0.8971,False,nosig,grey
CORO2B,2.1703404965718608e-05,0.8901,False,nosig,grey
GOLPH3,2.1641876430510545e-05,0.89,False,nosig,grey
ARHGEF26-AS1,2.1628947804562096e-05,0.8795,False,nosig,grey
ATP8A1,2.1607394112904436e-05,0.7466,False,nosig,grey
MON2,2.1602501629938543e-05,0.902,False,nosig,grey
CTDSP2,2.1590618693393563e-05,0.8317,False,nosig,grey
TMEM178A,2.157312531602414e-05,0.8588,False,nosig,grey
NUDT9,2.1556838801368954e-05,0.8968,False,nosig,grey
LOC727896,2.1518662775144587e-05,0.8697,False,nosig,grey
EXOSC5,2.150791130845706e-05,0.9359,False,nosig,grey
LINC02004,2.1507642972957584e-05,0.8232,False,nosig,grey
YWHAEP1,2.1432152558505983e-05,0.8693,False,nosig,grey
FMOD,2.1412238241857666e-05,0.915,False,nosig,grey
MPRIP,2.1355476878481712e-05,0.8708,False,nosig,grey
RAB40A,2.134807330659693e-05,0.908,False,nosig,grey
NAB1,2.1341421882327305e-05,0.8899,False,nosig,grey
MRPS6,2.13217318566023e-05,0.9211,False,nosig,grey
TNFAIP8L3,2.128996198261159e-05,0.9502,False,nosig,grey
DAD1,2.123592782349927e-05,0.8655,False,nosig,grey
RPN2,2.121115601878547e-05,0.9189,False,nosig,grey
ABCA5,2.1164166898326793e-05,0.8829,False,nosig,grey
RNASEH2B,2.110119303798097e-05,0.8717,False,nosig,grey
MTHFD1L,2.1099038158968802e-05,0.9053,False,nosig,grey
TMSB15B,2.109338076415883e-05,0.9092,False,nosig,grey
MPP1,2.1051608607842493e-05,0.916,False,nosig,grey
PIR,2.0936897603311242e-05,0.9115,False,nosig,grey
ZC3H7B,2.0918035169480963e-05,0.8634,False,nosig,grey
RPL37A,2.089095917334938e-05,0.8915,False,nosig,grey
ZNF24,2.087615925139066e-05,0.8428,False,nosig,grey
SEMA4F,2.086909666194579e-05,0.9088,False,nosig,grey
CLTCL1,2.083278998128241e-05,0.8534,False,nosig,grey
NGRN,2.082996860760322e-05,0.8608,False,nosig,grey
PSMC5,2.0819586338436254e-05,0.874,False,nosig,grey
RPAP3,2.0806670145765022e-05,0.8725,False,nosig,grey
ANKRD12,2.0740536379552673e-05,0.8712,False,nosig,grey
RBMX2,2.0673104280033525e-05,0.9022,False,nosig,grey
SQSTM1,2.0591976147012342e-05,0.8463,False,nosig,grey
TMEM155,2.058900062829237e-05,0.9611,False,nosig,grey
FOLR1,2.0550795558409177e-05,0.954,False,nosig,grey
UBE2E1,2.051974100646029e-05,0.897,False,nosig,grey
ZFYVE27,2.0513620433843385e-05,0.9576,False,nosig,grey
C16orf95,2.0471101864690034e-05,0.8747,False,nosig,grey
LALBA,2.0417978794530115e-05,0.9136,False,nosig,grey
TMEM107,2.040555405041422e-05,0.92,False,nosig,grey
PTPN2,2.0382502831991467e-05,0.9085,False,nosig,grey
ZNF208,2.0322739605118838e-05,0.8418,False,nosig,grey
NMRAL1,2.029776988422343e-05,0.9102,False,nosig,grey
PARN,2.0293869178336605e-05,0.8947,False,nosig,grey
ELOVL2,2.0293757267728498e-05,0.9066,False,nosig,grey
TMEM136,2.0282896109505803e-05,0.9009,False,nosig,grey
DMTF1,2.026006317024228e-05,0.8874,False,nosig,grey
CD8B,2.019391702284296e-05,0.9479,False,nosig,grey
GS1-124K5.4,2.0189889546935623e-05,0.8683,False,nosig,grey
NEK4,2.0166178466552913e-05,0.9295,False,nosig,grey
ABCC6,2.0160174296604324e-05,0.925,False,nosig,grey
SCN8A,2.015261752763166e-05,0.9415,False,nosig,grey
TAGLN3,2.01491641767635e-05,0.8062,False,nosig,grey
YLPM1,2.0136281069404674e-05,0.9154,False,nosig,grey
GAREM2,2.0130090266990347e-05,0.8787,False,nosig,grey
ZNF175,2.0061910583069785e-05,0.9244,False,nosig,grey
FAM69B,2.0059321241329445e-05,0.8784,False,nosig,grey
SRSF1,2.0057230945319906e-05,0.9342,False,nosig,grey
NUP58,2.00509521632904e-05,0.916,False,nosig,grey
PCDHA5,2.001166443764568e-05,0.909,False,nosig,grey
BEND7,1.9932129869739347e-05,0.9016,False,nosig,grey
SLC39A10,1.99212029765751e-05,0.827,False,nosig,grey
MCAM,1.987415086639658e-05,0.8949,False,nosig,grey
SWAP70,1.985010862633842e-05,0.9251,False,nosig,grey
ARSA,1.9839007480132556e-05,0.9271,False,nosig,grey
MDM4,1.9812753834232188e-05,0.885,False,nosig,grey
TCAP,1.9801142725500068e-05,0.8951,False,nosig,grey
APEH,1.9794895094900347e-05,0.8497,False,nosig,grey
HDAC6,1.9771669469074054e-05,0.8052,False,nosig,grey
LINC00900,1.9719295115835505e-05,0.9113,False,nosig,grey
BCL2L11,1.9570054659271593e-05,0.8933,False,nosig,grey
ATXN7,1.955370609331718e-05,0.9356,False,nosig,grey
FGF18,1.9552844714367334e-05,0.9441,False,nosig,grey
GUSB,1.9550135076174774e-05,0.8538,False,nosig,grey
CNPY4,1.9476614903658236e-05,0.9387,False,nosig,grey
MT3,1.9466772611803788e-05,0.9125,False,nosig,grey
FAM3C,1.9438216011231962e-05,0.905,False,nosig,grey
C6orf120,1.9396321368660984e-05,0.9018,False,nosig,grey
UMPS,1.9365278809909156e-05,0.8791,False,nosig,grey
OTUD4,1.935361768797731e-05,0.8963,False,nosig,grey
PTCH2,1.9349633996933173e-05,0.9045,False,nosig,grey
NPTX2,1.9340700209284653e-05,0.8747,False,nosig,grey
NPIPB15,1.930823150021454e-05,0.8588,False,nosig,grey
PMM2,1.9300715558417567e-05,0.9341,False,nosig,grey
ZNF205,1.9278690881708865e-05,0.9315,False,nosig,grey
GPC5,1.927785597814644e-05,0.95,False,nosig,grey
ZNF235,1.9266067226553166e-05,0.9203,False,nosig,grey
NAA38,1.919960804453345e-05,0.8412,False,nosig,grey
FMR1,1.9196191624600702e-05,0.9187,False,nosig,grey
UBN2,1.9152517368024425e-05,0.8066,False,nosig,grey
SH3GLB1,1.9139657901246066e-05,0.8977,False,nosig,grey
PPP2R2C,1.9136978435881365e-05,0.8821,False,nosig,grey
SLC52A1,1.9047306271896376e-05,0.8974,False,nosig,grey
CLN8,1.9042270599908466e-05,0.9136,False,nosig,grey
PHF21B,1.9029368855950846e-05,0.9358,False,nosig,grey
IFT57,1.891055029612266e-05,0.8777,False,nosig,grey
RASA4CP,1.887472503518583e-05,0.9116,False,nosig,grey
C1orf123,1.886700266634837e-05,0.8722,False,nosig,grey
UBE2O,1.8843583310848732e-05,0.867,False,nosig,grey
TTC17,1.884009594776305e-05,0.914,False,nosig,grey
INO80D,1.8822037318528286e-05,0.9334,False,nosig,grey
