well_id,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,donor,suit_x,suit_y,suit_z,Y
126435794,4735,62,126435794,CB,He-IV,"IV, left, lateral hemisphere",113255857,107,126,125,-16.2515157918177,-35.3445227124486,-18.968073655655697,14380,-13,-33,-16,0.2661549225449562
126435716,4738,62,126435716,CB,He-VI,"VI, left, lateral hemisphere",113258156,107,136,170,-15.7494164436035,-79.3648247667842,-27.3335731710464,14380,-13,-76,-23,0.7809625052743487
126435766,4720,63,126435766,CB,PV-V,"V, left, paravermis",113525753,96,112,155,-4.11856652635852,-64.5651228308823,-4.60915628688482,14380,-2,-61,-1,0.5719156975929554
126435842,4739,62,126435842,CB,He-Crus I,"Crus I, left, lateral hemisphere",113258197,107,139,178,-16.1214043154792,-86.44089894816808,-28.151620987091604,14380,-12,-85,-25,0.5987729184767779
126435750,4719,63,126435750,CB,PV-IV,"IV, left, paravermis",113525653,96,110,140,-4.17746461829408,-48.552061842346,-4.59211184977313,14380,-2,-46,0,0.3116455078125
126435734,4718,63,126435734,CB,PV-III,"III, left, paravermis",113525665,96,124,134,-4.7795618219311296,-43.43359684955879,-17.0105104746606,14380,-2,-42,-15,0.1604850748553872
126435718,4719,63,126435718,CB,PV-IV,"IV, left, paravermis",113525652,96,112,140,-4.21786607967298,-48.5569985541554,-6.28678947563891,14380,-2,-46,-2,0.306711060660226
126435892,4718,63,126435892,CB,PV-III,"III, left, paravermis",113525664,96,126,133,-4.835185870656581,-42.6100873872931,-18.7285654781695,14380,-1,-41,-16,0.171809184551239
126435782,4720,63,126435782,CB,PV-V,"V, left, paravermis",113525754,96,112,156,-4.05849788567435,-65.5444174225229,-4.6454889380472,14380,-2,-62,-1,0.5917892083525658
126435720,4725,63,126435720,CB,PV-VIIB,"VIIB, left, paravermis",113901824,96,160,167,-4.34985708416765,-75.91157926197559,-51.1650913562076,14380,-3,-74,-47,0.5263027474284172
126435894,4724,63,126435894,CB,PV-Crus II,"Crus II, left, paravermis",113522737,96,150,178,-5.26229096979774,-87.95873338896591,-38.33756569731271,14380,-2,-84,-37,0.5869721795121828
126435878,4723,63,126435878,CB,PV-Crus I,"Crus I, left, paravermis",113522738,96,140,176,-5.994972946456048,-86.41114497369698,-27.358403168768,14380,-2,-82,-28,0.763557527746473
126435862,4722,63,126435862,CB,PV-VI,"VI, left, paravermis",113523224,96,135,174,-4.94862641970934,-84.61648281494809,-22.6940600841312,14380,-2,-80,-23,0.7826387683550516
126435846,4725,63,126435846,CB,PV-VIIB,"VIIB, left, paravermis",113901823,96,160,168,-4.33484832208215,-76.89205229378841,-51.11743490781771,14380,-2,-75,-47,0.5861867904663086
126435830,4724,63,126435830,CB,PV-Crus II,"Crus II, left, paravermis",113522736,96,148,178,-5.65675253672363,-88.05431987970171,-35.7342126397681,14380,-2,-84,-35,0.6357629810060773
126435814,4723,63,126435814,CB,PV-Crus I,"Crus I, left, paravermis",113522741,96,138,176,-5.74332754352166,-86.30173627730791,-25.521410407365305,14380,-2,-82,-26,0.7609275132417679
126435798,4722,63,126435798,CB,PV-VI,"VI, left, paravermis",113523223,96,133,173,-4.51446522757701,-83.6023470304722,-20.95838012037889,14380,-1,-80,-21,0.7734787729051378
126435810,4736,62,126435810,CB,He-V,"V, left, lateral hemisphere",113257911,107,122,137,-15.5256526536049,-47.9241715099757,-15.4302309778609,14380,-13,-45,-12,0.3161082983016968
126435778,4736,62,126435778,CB,He-V,"V, left, lateral hemisphere",113257910,107,123,135,-15.8537089544667,-45.8988194781217,-16.1638264514779,14380,-13,-43,-13,0.3066236426432927
126435780,4742,62,126435780,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",113258470,107,168,156,-15.192394928965196,-64.9293484556742,-58.6879818878317,14380,-13,-64,-57,0.26176631010391493
126435764,4741,62,126435764,CB,He-VIIB,"VIIB, left, lateral hemisphere",113258306,107,166,163,-15.1533974263305,-71.8550151774496,-56.7775238597395,14380,-13,-71,-54,0.5190439522266388
126435748,4740,62,126435748,CB,He-Crus II,"Crus II, left, lateral hemisphere",113258229,107,151,182,-15.876711968763098,-90.98168129543129,-40.4654030052251,14380,-12,-88,-38,0.22443339163842407
126435732,4739,62,126435732,CB,He-Crus I,"Crus I, left, lateral hemisphere",113258198,107,140,179,-16.2336868242453,-87.91315580448959,-28.896704461602106,14380,-12,-85,-27,0.5704792804188199
126435890,4742,62,126435890,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",113258469,107,168,155,-15.1958744282491,-63.9415055538013,-58.677823796485605,14380,-13,-64,-57,0.26176631010391493
126435874,4741,62,126435874,CB,He-VIIB,"VIIB, left, lateral hemisphere",113258305,107,166,162,-15.1568769256144,-70.8671722755767,-56.76736576839341,14380,-13,-70,-54,0.4624669337272644
126435858,4740,62,126435858,CB,He-Crus II,"Crus II, left, lateral hemisphere",113258228,107,150,181,-15.9870411221525,-90.099820648807,-39.3423599621961,14380,-12,-88,-37,0.23934112374599165
126435876,4746,62,126435876,CB,He-X,"X, left, lateral hemisphere",113255684,107,151,126,-15.6025704673193,-35.6780097086346,-42.2605213792884,14380,-13,-34,-42,0.596429854631424
126435860,4744,62,126435860,CB,He-IX,"IX, left, lateral hemisphere",113255650,107,153,142,-16.081794485791,-51.63369116967539,-44.932414478985,14380,-14,-50,-44,0.48649255037307737
126435812,4744,62,126435812,CB,He-IX,"IX, left, lateral hemisphere",113255651,107,151,142,-16.30443616611,-51.851088119101,-43.1185789495449,14380,-14,-50,-42,0.3759852573275566
126435796,4743,62,126435796,CB,He-VIIIB,"VIIIB, left, lateral hemisphere",113255674,107,168,145,-15.2306694210883,-54.06307653507221,-58.576242883025,14380,-13,-54,-59,0.3077007147173087
126435808,4738,61,126435808,CB,He-VI,"VI, left, lateral hemisphere",113222836,121,128,149,-29.1009138993168,-62.44010830137049,-22.2538826460616,14380,-26,-56,-19,0.3502315036952496
126435792,4736,61,126435792,CB,He-V,"V, left, lateral hemisphere",113222882,121,140,120,-29.9727252122432,-30.5494202556672,-30.920051390244,14380,-27,-29,-29,0.3877541869878769
126435760,4736,61,126435760,CB,He-V,"V, left, lateral hemisphere",113222857,121,143,119,-29.936149611134,-29.561929181096698,-34.0561321740489,14380,-28,-28,-33,0.4129559099674225
126435746,4742,61,126435746,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",113222757,121,168,156,-29.080889412403003,-65.4482263159037,-58.6584647131364,14380,-26,-64,-57,0.519521672810827
126435730,4741,61,126435730,CB,He-VIIB,"VIIB, left, lateral hemisphere",113222725,121,166,161,-29.0488509083361,-70.3982072339334,-56.7276905023521,14380,-26,-69,-54,0.8134697803429195
126435714,4740,61,126435714,CB,He-Crus II,"Crus II, left, lateral hemisphere",113222703,121,152,176,-29.182414404477,-85.3510969690763,-43.0629696127401,14380,-27,-83,-40,0.2203690161307653
126439269,4739,61,126439269,CB,He-Crus I,"Crus I, left, lateral hemisphere",113222762,121,147,177,-29.2036778771389,-86.5400803589024,-38.4090187296353,14380,-26,-83,-34,0.07168924394581053
126435888,4739,61,126435888,CB,He-Crus I,"Crus I, left, lateral hemisphere",113222762,120,147,177,-28.2360528677779,-86.52075479804961,-38.3824599483787,14380,-25,-83,-35,0.08149905839274006
126435872,4742,61,126435872,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",113222756,121,168,155,-29.08436891168689,-64.4603834140308,-58.6483066217904,14380,-26,-63,-57,0.49292973925669986
126435856,4741,61,126435856,CB,He-VIIB,"VIIB, left, lateral hemisphere",113222724,121,167,160,-29.0596509114437,-69.4049811277279,-57.708314744763406,14380,-26,-68,-55,0.729132320199694
126435840,4740,61,126435840,CB,He-Crus II,"Crus II, left, lateral hemisphere",113222702,121,154,175,-29.1298780992561,-84.3941376485231,-45.105127612132,14380,-26,-82,-41,0.2507999345128025
126435824,4739,61,126435824,CB,He-Crus I,"Crus I, left, lateral hemisphere",113222761,121,147,176,-29.1944651598724,-85.6032791205851,-38.5214720930371,14380,-26,-82,-34,0.06791353956968696
156434505,4746,61,156434505,CB,He-X,"X, left, lateral hemisphere",146148177,115,148,126,-22.784007762430896,-35.7028307330966,-38.0465123650472,15496,-21,-33,-35,0.49232243640082224
156434489,4743,61,156434489,CB,He-VIIIB,"VIIIB, left, lateral hemisphere",146148077,115,174,142,-23.124130340643703,-52.48529256960529,-59.139717710285,15496,-21,-49,-58,0.20058561501831845
156434473,4736,61,156434473,CB,He-V,"V, left, lateral hemisphere",146149504,115,126,136,-16.6957358665716,-45.2772375422606,-19.60230073820161,15496,-19,-43,-16,0.3421038187601987
156434457,4735,61,156434457,CB,He-IV,"IV, left, lateral hemisphere",146149594,115,139,125,-21.3247027793102,-34.163572774651,-29.114799030194305,15496,-20,-33,-26,0.24795598674703528
156434523,4741,61,156434523,CB,He-VIIB,"VIIB, left, lateral hemisphere",146146376,115,167,164,-24.3223795475471,-73.8106199653423,-54.9583904534291,15496,-21,-70,-53,0.7606564362843832
156434475,4738,61,156434475,CB,He-VI,"VI, left, lateral hemisphere",146146285,115,132,168,-19.9020467747256,-74.7167825759225,-19.8448831420939,15496,-20,-73,-22,0.7430303245782852
156434459,4742,61,156434459,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",146146475,115,173,155,-23.9580256222532,-64.79073812824679,-59.6140020383493,15496,-21,-62,-57,0.3049351301872068
156434443,4741,61,156434443,CB,He-VIIB,"VIIB, left, lateral hemisphere",146146375,115,168,162,-24.4217102275565,-71.890730964838,-56.0145895395941,15496,-22,-68,-54,0.6611918222021174
156434411,4739,61,156434411,CB,He-Crus I,"Crus I, left, lateral hemisphere",146146016,115,140,179,-21.7414117624945,-89.9032367983099,-26.4798069613003,15496,-20,-85,-28,0.4056968790079866
156434585,4738,61,156434585,CB,He-VI,"VI, left, lateral hemisphere",146146284,115,131,166,-19.9680851898164,-73.1123209560233,-19.6118788381624,15496,-19,-71,-21,0.6450123200193048
149052712,4728,62,149052712,CB,PV-IX,"IX, left, paravermis",128130461,105,169,134,-13.9727936131592,-44.68377445824861,-55.80911290064011,15496,-12,-43,-54,0.40130727276915595
147712556,4727,62,147712556,CB,PV-VIIIB,"VIIIB, left, paravermis",128198489,105,165,153,-14.5484924940746,-62.2740490616755,-52.23531289442951,15496,-12,-60,-51,0.4349802109811987
149052744,4725,62,149052744,CB,PV-VIIB,"VIIB, left, paravermis",128198491,105,167,166,-14.51840262167,-74.5644156655038,-53.18845834859071,15496,-12,-72,-52,0.5601270961761474
147712652,4724,62,147712652,CB,PV-Crus II,"Crus II, left, paravermis",146080228,105,154,180,-13.2514715732665,-88.53381275678561,-40.0468496634663,15496,-11,-85,-41,0.23150076260489802
147712668,4723,62,147712668,CB,PV-Crus I,"Crus I, left, paravermis",146080286,105,142,176,-12.4397805421638,-85.56736395517791,-26.280910810500497,15496,-10,-82,-30,0.6842760421611644
147712700,4722,62,147712700,CB,PV-VI,"VI, left, paravermis",146080299,105,128,168,-11.165461266027,-75.9986877390972,-16.2489877723669,15496,-11,-73,-18,0.6353938894139396
147712592,4710,63,147712592,CB,Ve-VIIIB,VIIIB,146140622,94,150,157,-2.6905980061132904,-66.3350516935179,-38.61321681489071,15496,0,-64,-38,0.2843456256389618
147712718,4708,63,147712718,CB,Ve-VIIB,VIIB,146140660,94,140,161,-2.56775909141142,-68.96635146192911,-29.08341834757089,15496,0,-67,-29,0.3575155224937659
147712654,4700,63,147712654,CB,Ve-I-II,I-II,146140536,94,132,134,-2.3049217462397404,-42.87132374607079,-22.5333660971125,15496,1,-41,-20,0.31346528811587226
147712608,4713,63,147712608,CB,Ve-X,X,146140135,94,138,138,-2.7384570930637904,-47.7521483220017,-28.918553253838898,15496,0,-45,-26,0.40137183240481783
147712576,4710,63,147712576,CB,Ve-VIIIB,VIIIB,146140617,94,155,156,-3.5449257414027,-65.980269191979,-42.6446250618925,15496,0,-63,-43,0.26350639905366635
147712734,4709,63,147712734,CB,Ve-VIIIA,VIIIA,146806878,94,156,158,-3.71039529501602,-67.6916845348782,-43.80013939077471,15496,0,-65,-43,0.20661904787023863
147712638,4700,63,147712638,CB,Ve-I-II,I-II,146140535,94,131,133,-2.0503435996551103,-41.8244987777754,-21.8267547731652,15496,1,-40,-19,0.2666344878574212
147712688,4706,63,147712688,CB,Ve-VIIAf,VIIAf,146140966,94,129,173,-1.18859529967161,-79.7254189016393,-17.5646690956886,15496,1,-77,-19,0.6750215481628071
147712656,4705,63,147712656,CB,Ve-VI,VI,146140945,94,128,161,-2.32845845251025,-68.0219350296466,-19.578367832249,15496,0,-66,-19,0.2959843478772951
147712672,4706,63,147712672,CB,Ve-VIIAf,VIIAf,146140965,94,131,173,-1.29962232030254,-79.39947937786191,-18.8727554222178,15496,1,-78,-21,0.6908192276954651
147712590,4702,63,147712590,CB,Ve-IV,IV,146140784,94,113,141,-1.325255226423,-49.807127311558894,-7.3591310695445715,15496,1,-45,-3,0.3194038910525186
147712606,4703,63,147712606,CB,Ve-V,V,146140797,94,107,153,0.389898106420866,-59.00653806964561,-0.596894225817183,15496,1,-58,2,0.5904219508171081
147712574,4702,63,147712574,CB,Ve-IV,IV,146140783,94,115,140,-1.40288259616409,-48.9531958806147,-9.71337284634307,15496,1,-45,-6,0.2817515144124627
156434569,4746,61,156434569,CB,He-X,"X, left, lateral hemisphere",146148179,115,150,125,-22.7028401605898,-34.7196652656708,-39.6495812055047,15496,-21,-32,-37,0.6403489112854004
156434553,4743,61,156434553,CB,He-VIIIB,"VIIIB, left, lateral hemisphere",146148084,115,173,145,-23.428337753555105,-55.2098547488362,-58.5941844009848,15496,-21,-52,-57,0.15296733927200823
156434537,4736,61,156434537,CB,He-V,"V, left, lateral hemisphere",146149505,115,126,138,-16.8912213898362,-47.2425910313657,-19.7027368080362,15496,-19,-45,-17,0.267081290807413
156434521,4735,61,156434521,CB,He-IV,"IV, left, lateral hemisphere",146149595,115,138,125,-21.0182875363178,-34.0982186817422,-28.204101901319103,15496,-20,-33,-26,0.24795598674703528
156434539,4742,61,156434539,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",146146478,115,172,157,-24.1361626187907,-66.87119426990401,-59.027102218919104,15496,-22,-63,-57,0.3805511608305905
156434507,4740,61,156434507,CB,He-Crus II,"Crus II, left, lateral hemisphere",146145783,115,150,181,-22.554326094124,-89.83525361970007,-36.6197837234445,15496,-20,-86,-38,0.1448254974351989
156434491,4739,61,156434491,CB,He-Crus I,"Crus I, left, lateral hemisphere",146145918,115,142,180,-21.8613485429467,-90.2170488267239,-28.3434928888558,15496,-20,-86,-30,0.31529225684978346
156434427,4740,61,156434427,CB,He-Crus II,"Crus II, left, lateral hemisphere",146145782,115,147,182,-22.1607379900207,-90.3679619272523,-33.2248396820606,15496,-20,-87,-35,0.15013877281712162
149052696,4728,62,149052696,CB,PV-IX,"IX, left, paravermis",128130460,105,166,134,-14.0551502228569,-44.7988445101101,-53.302059869567785,15496,-12,-43,-51,0.5122526574134827
149052776,4726,62,149052776,CB,PV-VIIIA,"VIIIA, left, paravermis",128198349,105,171,159,-14.8539657166501,-67.4589617113943,-55.7671729521824,15496,-12,-65,-55,0.2641014805329697
149052760,4726,62,149052760,CB,PV-VIIIA,"VIIIA, left, paravermis",128198347,105,172,158,-14.816859361087,-66.43940670994151,-56.368024090631,15496,-12,-64,-56,0.2647963687777519
149052728,4725,62,149052728,CB,PV-VIIB,"VIIB, left, paravermis",128198488,105,167,165,-14.5660084316561,-73.6534777404329,-53.2323228095747,15496,-12,-71,-52,0.4932896814964436
147712620,4720,62,147712620,CB,PV-V,"V, left, paravermis",146086913,105,119,150,-9.46893022641642,-58.1500574831341,-11.909375509096,15496,-10,-56,-10,0.2682988138302513
147712604,4720,62,147712604,CB,PV-V,"V, left, paravermis",146086821,105,118,149,-9.16275634459093,-57.0614342054268,-10.9812838310519,15496,-10,-55,-9,0.27338952624372076
147712684,4723,62,147712684,CB,PV-Crus I,"Crus I, left, paravermis",146080276,105,140,175,-12.0571604157008,-84.7009608817213,-23.8705462718224,15496,-10,-81,-28,0.6595768751921477
147712716,4722,62,147712716,CB,PV-VI,"VI, left, paravermis",146080300,105,128,167,-11.1833310103744,-74.9231387801305,-16.4117181631007,15496,-11,-72,-18,0.6190416727747236
147712636,4724,62,147712636,CB,PV-Crus II,"Crus II, left, paravermis",146080227,105,155,179,-13.289057034773,-87.65821669012409,-41.25064499994209,15496,-11,-84,-42,0.23440878412553243
147712686,4711,63,147712686,CB,Ve-IX,IX,146140605,94,151,147,-4.3251159884679,-56.7137165527145,-40.1058099474794,15496,0,-54,-40,0.3360270507357739
147712560,4709,63,147712560,CB,Ve-VIIIA,VIIIA,146806879,94,156,159,-3.6890770633246297,-68.6598868049235,-44.0196587519422,15496,0,-66,-44,0.1824668358873438
147712670,4711,63,147712670,CB,Ve-IX,IX,146140604,94,151,146,-4.58798114751149,-55.8166767125657,-40.2974513628806,15496,0,-53,-40,0.32593950176877634
147712702,4708,63,147712702,CB,Ve-VIIB,VIIB,146140659,94,143,161,-2.9149581438217096,-69.7646537324612,-31.5168616228351,15496,0,-67,-31,0.3351143566947995
147712720,4707,63,147712720,CB,Ve-VIIAt,VIIAt,146141465,94,145,167,-1.1987239173823,-77.2081460358805,-33.4566562561632,15496,-1,-73,-33,0.37077348679304123
147712704,4707,63,147712704,CB,Ve-VIIAt,VIIAt,146141482,94,147,165,-1.6324599917393798,-75.4435379049014,-35.8027346702998,15496,-1,-71,-35,0.2719224850679266
147712640,4705,63,147712640,CB,Ve-VI,VI,146140937,94,130,161,-2.49746319957179,-68.2687973996505,-20.930872146513103,15496,0,-66,-21,0.27617021707388073
158402984,4710,64,158402984,CB,Ve-VIIIB,VIIIB,156416197,93,147,168,-4.71943591855545,-73.7485582482569,-39.2170495435539,15697,-2,-71,-37,0.2721607557708217
158402888,4710,64,158402888,CB,Ve-VIIIB,VIIIB,156416196,93,150,173,-4.23473755342126,-78.36992227760041,-40.9652010011437,15697,-3,-75,-40,0.538952767171643
158402986,4713,64,158402986,CB,Ve-X,X,156421427,93,138,144,-1.32105941270081,-51.37503659236871,-31.4465617452903,15697,1,-50,-28,0.5211537927389145
158402970,4711,64,158402970,CB,Ve-IX,IX,156421528,93,149,153,-2.2028881504024502,-59.13055261912189,-39.8532842492585,15697,0,-58,-39,0.42985919969422476
158402938,4702,64,158402938,CB,Ve-IV,IV,156421167,93,114,142,-1.56741398831765,-49.74800024489671,-6.27482138589679,15697,0,-48,-4,0.31540816738491967
158402948,4720,63,158402948,CB,PV-V,"V, left, paravermis",156426541,103,119,155,-12.4545097577077,-57.5657607328661,-11.6571309425899,15697,-10,-58,-9,0.299448571707073
158402900,4720,63,158402900,CB,PV-V,"V, left, paravermis",156426540,103,119,157,-12.9193998481388,-58.789076714727706,-11.6888615371523,15697,-10,-60,-9,0.3487158324569464
159226131,4718,63,159226131,CB,PV-III,"III, left, paravermis",156426442,103,128,128,-10.9283080537071,-36.068181455259904,-18.6289332823636,15697,-8,-34,-16,0.16337747871875763
158403012,4722,63,158403012,CB,PV-VI,"VI, left, paravermis",156428327,103,121,168,-15.627825456129198,-67.2764231335984,-14.5116044949333,15697,-11,-70,-11,0.5624830573797226
158402996,4724,63,158402996,CB,PV-Crus II,"Crus II, left, paravermis",156428465,103,139,188,-13.2553546243361,-90.5789224655657,-31.686350976029896,15697,-12,-86,-30,0.5224332367932355
158402966,4727,63,158402966,CB,PV-VIIIB,"VIIIB, left, paravermis",156512561,103,166,157,-13.4492155914534,-63.316904990816,-53.29241648948529,15697,-12,-60,-54,0.38373459461662507
158402934,4725,63,158402934,CB,PV-VIIB,"VIIB, left, paravermis",156512883,103,165,165,-13.5960835586915,-72.63846119158771,-53.366711337148296,15697,-13,-67,-53,0.3230939880013466
158402870,4725,63,158402870,CB,PV-VIIB,"VIIB, left, paravermis",156512886,103,162,165,-13.8661301310342,-71.9882373281445,-51.041836918657104,15697,-13,-68,-51,0.3717268324560589
159226067,4739,62,159226067,CB,He-Crus I,"Crus I, left, lateral hemisphere",156518272,119,145,182,-29.15767358279989,-87.06317990066759,-32.7980573757623,15697,-27,-81,-34,0.0578510937413999
158402866,4739,62,158402866,CB,He-Crus I,"Crus I, left, lateral hemisphere",156518272,118,145,182,-28.2590123676342,-87.2403530129957,-33.0042615610738,15697,-26,-81,-34,0.06414014407034431
158402994,4736,62,158402994,CB,He-V,"V, left, lateral hemisphere",156517736,119,134,144,-26.025872703381,-50.2138049887365,-23.9692348558484,15697,-25,-48,-21,0.16117988979177816
158403006,4742,61,158403006,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",156555757,128,171,151,-37.0183530559983,-60.4661557395952,-60.8495212139927,15697,-35,-53,-57,0.5903622617324193
159226051,4738,61,159226051,CB,He-VI,"VI, left, lateral hemisphere",156553101,128,137,143,-36.12671163615221,-49.405424848515,-26.6609245802582,15697,-34,-47,-24,0.47058728337287903
158402848,4740,61,158402848,CB,He-Crus II,"Crus II, left, lateral hemisphere",156560175,128,158,171,-38.0987822558033,-79.3364558136573,-45.3767796079982,15697,-36,-72,-46,0.6702367508852923
158402920,4706,64,158402920,CB,Ve-VIIAf,VIIAf,156416593,93,132,171,-4.33228440053009,-72.46814806524759,-29.2581865608407,15697,-1,-72,-23,0.531034121910731
158402906,4700,64,158402906,CB,Ve-I-II,I-II,156420952,93,130,135,-0.756439323908895,-42.2755740046134,-20.3459168014012,15697,1,-41,-17,0.21761469862290791
158402890,4713,64,158402890,CB,Ve-X,X,156421426,93,139,144,-1.51146378994826,-51.278587014721786,-32.464483644586394,15697,1,-50,-30,0.5191744886911832
158402874,4711,64,158402874,CB,Ve-IX,IX,156421527,93,151,156,-2.95954933432985,-62.46898396843161,-41.9856977186336,15697,0,-60,-41,0.36898872682026457
158402858,4703,64,158402858,CB,Ve-V,V,156421286,93,107,156,-0.777484804890904,-58.0636764471947,-3.23857551821332,15697,0,-60,3,0.5788057446479797
158403000,4700,64,158403000,CB,Ve-I-II,I-II,156420951,93,131,137,-0.8556553288132259,-44.2968504504364,-21.966590994530893,15697,0,-43,-18,0.24488720204681158
158402902,4727,63,158402902,CB,PV-VIIIB,"VIIIB, left, paravermis",156512560,103,163,158,-13.6511070999322,-62.9875825270152,-50.615741299853,15697,-12,-61,-51,0.36253504931098884
158403024,4743,62,158403024,CB,He-VIIIB,"VIIIB, left, lateral hemisphere",156515261,119,163,136,-28.2808797221955,-41.0843285083207,-54.989192250954105,15697,-26,-40,-49,0.4326233054910387
158402978,4742,62,158402978,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",156518379,119,169,158,-28.370629258971896,-67.46470583760029,-57.2221886067418,15697,-27,-60,-55,0.4439490921795368
158402962,4741,62,158402962,CB,He-VIIB,"VIIB, left, lateral hemisphere",156518370,119,163,167,-28.9613876997512,-76.5678788445463,-51.9978796434773,15697,-27,-69,-51,0.8911609034985304
158402946,4740,62,158402946,CB,He-Crus II,"Crus II, left, lateral hemisphere",156518347,119,152,179,-29.282793247571306,-86.66673902265791,-40.0953182164967,15697,-28,-80,-42,0.3834436707771741
158402930,4739,62,158402930,CB,He-Crus I,"Crus I, left, lateral hemisphere",156518346,119,143,183,-29.0128134212667,-87.2781646329061,-30.95434574703511,15697,-27,-81,-32,0.06617838243255392
158402882,4740,62,158402882,CB,He-Crus II,"Crus II, left, lateral hemisphere",156518342,119,151,179,-29.388874870098,-86.5081785337574,-39.0625866800244,15697,-28,-79,-40,0.259780738916662
158402852,4738,62,158402852,CB,He-VI,"VI, left, lateral hemisphere",156517952,119,133,158,-28.7662687199567,-60.755530771654215,-20.8059358811599,15697,-27,-61,-18,0.5298317720492681
158403010,4738,62,158403010,CB,He-VI,"VI, left, lateral hemisphere",156517951,119,133,159,-28.946427542291,-61.5423897253547,-20.632654346083697,15697,-27,-61,-18,0.5298317720492681
158402958,4738,61,158402958,CB,He-VI,"VI, left, lateral hemisphere",156553100,128,136,145,-36.22030104242,-51.271777145661495,-25.3643428880235,15697,-34,-49,-23,0.4853642821311951
158402880,4739,61,158402880,CB,He-Crus I,"Crus I, left, lateral hemisphere",156560176,128,139,178,-37.88615875014271,-82.1385551838907,-24.3209194806134,15697,-36,-78,-26,0.6433197110891342
158402952,4708,64,158402952,CB,Ve-VIIB,VIIB,156416285,93,137,171,-4.49387894018744,-74.1557106191011,-31.9275398453474,15697,-1,-72,-27,0.5223063351586461
158402936,4707,64,158402936,CB,Ve-VIIAt,VIIAt,156416418,93,142,186,-4.07539312371678,-87.8718910438142,-35.0871302870459,15697,-3,-85,-33,0.6263681461936549
158402872,4709,64,158402872,CB,Ve-VIIIA,VIIIA,156416122,93,144,181,-4.293779129939,-83.7318377289843,-36.76752150294229,15697,-3,-80,-34,0.7440109550952911
158402922,4701,64,158402922,CB,Ve-III,III,156421078,93,119,136,-1.35314652976565,-44.156906090390606,-10.9704509402528,15697,0,-44,-9,0.21490991917940286
158403032,4702,64,158403032,CB,Ve-IV,IV,156421166,93,113,144,-1.7933583634558898,-51.3427817100416,-5.567318438895311,15697,0,-50,-3,0.3440758275985718
158403016,4701,64,158403016,CB,Ve-III,III,156421077,93,119,138,-1.12195250188944,-45.5802888215412,-11.5198399514462,15697,0,-46,-9,0.2240483857691288
158402932,4719,63,158402932,CB,PV-IV,"IV, left, paravermis",156426493,103,122,134,-9.848865067087551,-42.308780826205286,-12.2448947431279,15697,-9,-41,-10,0.31580664310604334
158402916,4718,63,158402916,CB,PV-III,"III, left, paravermis",156426443,103,129,128,-10.9378174398655,-36.0167959483948,-19.601267484217697,15697,-8,-34,-17,0.16337747871875763
158402950,4726,63,158402950,CB,PV-VIIIA,"VIIIA, left, paravermis",156512631,103,166,158,-13.5313004866069,-64.4057706120612,-53.282630056772696,15697,-12,-61,-54,0.338086568617395
158402918,4728,63,158402918,CB,PV-IX,"IX, left, paravermis",156511927,103,170,149,-12.4538148556361,-57.891300436332905,-59.393786776878,15697,-11,-53,-58,0.4439922256602181
158402850,4746,62,158402850,CB,He-X,"X, left, lateral hemisphere",156515194,119,158,134,-27.7396182253325,-37.989395379017786,-48.6836930533811,15697,-25,-38,-44,0.6165010780096054
158403008,4735,62,158403008,CB,He-IV,"IV, left, lateral hemisphere",156515336,119,135,128,-26.367068741191893,-36.204816526915394,-25.254630249703304,15697,-24,-35,-22,0.33118144671122235
158402976,4746,62,158402976,CB,He-X,"X, left, lateral hemisphere",156515193,119,157,135,-27.4769196082802,-39.02728887984279,-47.3914000151138,15697,-25,-39,-44,0.5962705452527318
158402944,4735,62,158402944,CB,He-IV,"IV, left, lateral hemisphere",156515362,119,135,129,-26.142643375580302,-37.0835600847551,-25.2308513992533,15697,-24,-36,-22,0.32625911831855775
158402914,4742,62,158402914,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",156518378,119,168,160,-28.5527946081138,-69.56246834796521,-56.319196626967496,15697,-27,-62,-55,0.5108448577423891
158402990,4738,61,158402990,CB,He-VI,"VI, left, lateral hemisphere",156553101,127,137,143,-35.0782829410414,-49.3358218813864,-26.4954287872718,15697,-33,-47,-24,0.4295406013727188
158402864,4741,61,158402864,CB,He-VIIB,"VIIB, left, lateral hemisphere",156560936,128,169,154,-37.2170784799173,-63.3781207792224,-58.5483050236059,15697,-35,-56,-55,0.6390511956479814
158403022,4739,61,158403022,CB,He-Crus I,"Crus I, left, lateral hemisphere",156560174,128,142,178,-37.5153413620751,-82.1417163647765,-27.5565133574546,15697,-36,-77,-29,0.5487627719129835
158402954,4703,64,158402954,CB,Ve-V,V,156421287,93,107,155,-0.715690334890103,-57.47844056796272,-2.99228770897555,15697,0,-59,3,0.5967482527097067
