92,55,35
93,51,32
89,76,44
90,68,33
90,78,68
100,68,63
100,66,63
98,92,56
101,56,61
102,40,42
102,66,18
103,59,19
103,58,21
117,45,38
116,45,38
115,78,51
125,73,15
124,79,48
126,54,26
91,54,49
91,48,68
89,85,55
89,76,42
90,66,31
90,66,75
90,83,54
102,39,58
101,54,62
102,65,21
116,86,23
117,66,17
117,57,21
118,46,30
117,45,40
118,47,32
117,65,54
117,65,54
124,77,49
126,48,46
91,54,45
93,41,39
93,46,38
90,82,63
90,76,69
90,80,63
99,85,62
98,92,55
102,65,18
101,73,14
115,88,28
114,91,50
115,87,28
114,90,50
117,64,17
123,79,48
125,70,17
126,49,43
90,67,75
94,45,36
91,54,46
92,39,40
91,52,51
91,48,65
99,84,63
103,40,38
102,40,57
101,76,13
102,62,18
114,94,49
116,88,21
114,94,49
118,55,22
116,77,52
125,73,16
125,71,16
126,55,24
