-2,-71,-37
-3,-75,-40
1,-50,-28
0,-58,-39
0,-48,-4
-10,-58,-9
-10,-60,-9
-8,-34,-16
-11,-70,-11
-12,-86,-30
-12,-60,-54
-13,-67,-53
-13,-68,-51
-27,-81,-34
-26,-81,-34
-25,-48,-21
-35,-53,-57
-34,-47,-24
-36,-72,-46
-1,-72,-23
-1,-78,-4
1,-41,-17
1,-50,-30
0,-60,-41
0,-60,3
0,-43,-18
-12,-87,-14
-11,-72,-10
-12,-61,-51
-26,-40,-49
-27,-60,-55
-27,-69,-51
-28,-80,-42
-27,-81,-32
-28,-79,-40
-27,-61,-18
-27,-61,-18
-34,-49,-23
-36,-78,-26
-1,-72,-27
-3,-85,-33
-3,-80,-34
0,-44,-9
0,-50,-3
0,-46,-9
-9,-41,-10
-8,-34,-17
-12,-61,-54
-11,-53,-58
-25,-38,-44
-24,-35,-22
-25,-39,-44
-24,-36,-22
-27,-62,-55
-33,-47,-24
-35,-56,-55
-36,-77,-29
0,-59,3
-4,-81,-36
-1,-72,-26
-2,-87,-32
-1,-74,-21
-1,-78,-7
-9,-42,-9
-13,-86,-34
-12,-86,-15
-11,-50,-59
-12,-64,-54
-24,-32,-23
-26,-38,-51
-24,-32,-23
-28,-71,-50
-26,-49,-20
-35,-53,-56
-35,-55,-56
-36,-71,-48
