"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"Lxn",0.000650526310613497,0.000111368404890559,231,5079,4.18965474202643,2.484906649788,4.84674551146324e-52,1.70474809223842,5.5,202,261,69.7851463373372,61.0242405200957,78.8481523551732,TRUE,TRUE,TRUE,FALSE,TRUE
"Fam213a",0.000748390225030675,0.000128836062652539,288,4989,4.33073334028633,2.63905732961526,1.17041514570721e-85,1.69167601067107,5.42857142857143,255,322,87.0048577712256,77.035551151606,97.2762645914397,TRUE,TRUE,TRUE,FALSE,TRUE
"Ptprz1",0.00121773072542945,0.000219554087979816,427,10014,4.81218435537242,3.13549421592915,7.15584902035795e-132,1.67669013944327,5.34782608695652,387,468,128.996785653866,116.912777630084,141.382893878242,TRUE,TRUE,TRUE,FALSE,TRUE
"Zbtb20",0.00118682231389571,0.000233017812967845,435,6452,4.78749174278205,3.17805383034795,1.85871298056671e-150,1.6094379124341,5,395,476,131.413587258622,119.329579234841,143.799695482998,TRUE,TRUE,TRUE,FALSE,TRUE
"Paqr4",0.000475970661441718,8.58318820451322e-05,167,2536,3.89182029811063,2.30258509299405,1.10870928067963e-57,1.58923520511658,4.9,142,193,50.450733499287,42.8982284844237,58.3053387147449,TRUE,TRUE,TRUE,FALSE,TRUE
"Scd2",0.00145022824763804,0.00029107469722938,527,11320,4.98360662170834,3.40119738166216,1.99316306284957e-190,1.58240924004618,4.86666666666667,483,572,159.206805713319,145.91439688716,172.801314740073,TRUE,TRUE,TRUE,FALSE,TRUE
"Asrgl1",0.000684787018220859,0.000167176738264015,248,5528,4.23410650459726,2.89037175789616,1.00875347566959e-54,1.3437347467011,3.83333333333334,218,279,74.9208497474442,65.8578437296082,84.2859559658748,TRUE,TRUE,TRUE,FALSE,TRUE
"Ctsl",0.000892798120552147,0.000231524079861233,297,7117,4.49980967033027,3.17805383034795,6.65820234998619e-59,1.32175583998232,3.75,264,331,89.7237595765764,79.7544529569568,99.9951663967905,TRUE,TRUE,TRUE,FALSE,TRUE
"Ntrk2",0.000659813758957055,0.000169950083794716,234,4955,4.20469261939097,2.89037175789616,2.52533837301897e-55,1.3143208614948,3.72222222222222,205,264,70.6914469391208,61.9305411218793,79.7544529569568,TRUE,TRUE,TRUE,FALSE,TRUE
"Itm2c",0.0019723839007362,0.000541835320450939,684,15063,5.28826703069454,4.00733318523247,4.93712337385767e-236,1.28093384546206,3.6,633,736,206.636537206661,191.22942697634,222.345747637576,TRUE,TRUE,TRUE,FALSE,TRUE
"Scg3",0.00158434985162577,0.000474626015311665,579,16538,5.06890420222023,3.87120101090789,1.16765108232353e-119,1.19770319131234,3.3125,532,627,174.916016144235,160.717306716292,189.416825772772,TRUE,TRUE,TRUE,FALSE,TRUE
