"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"P2ry12",0.0013347404534375,2.04162540057526e-06,77,91,4.89783979995091,0,1.82890073210309e-151,4.89783979995091,134,60,95,122.23580397822,95.2486784245869,150.810407505596,TRUE,TRUE,TRUE,FALSE,TRUE
"Aif1",0.00125686674046875,2.23117968935762e-07,86,6,4.84418708645859,0,5.64286698612378e-215,4.84418708645859,127,68,105,136.523105741908,107.948502214532,166.685187243027,TRUE,TRUE,TRUE,FALSE,TRUE
"Mrc1",0.00126264117078125,3.25835331543624e-07,95,8,4.84418708645859,0,8.41695100731303e-236,4.84418708645859,127,76,115,150.810407505596,120.648326004477,182.559966980458,TRUE,TRUE,TRUE,FALSE,TRUE
"Ly86",0.00125244337390625,5.17331466155321e-07,80,17,4.83628190695148,0,1.06773701361827e-189,4.83628190695148,126,63,98,126.998237899449,100.011112345816,155.572841426825,TRUE,TRUE,TRUE,FALSE,TRUE
"Stab1",0.00120918675,2.31975914055609e-06,88,71,4.80402104473326,0,8.13438082761387e-183,4.80402104473326,122,70,107,139.698061689394,111.123458162018,169.860143190513,TRUE,TRUE,TRUE,FALSE,TRUE
"Selplg",0.0011466244853125,3.38849431255992e-07,66,11,4.75359019110636,0,3.98471992177955e-159,4.75359019110636,116,51,82,104.773546267046,80.9613766608988,130.173193846935,TRUE,TRUE,TRUE,FALSE,TRUE
"Cd74",0.0010619723703125,1.61879305081496e-07,116,5,4.67282883446191,0,2.36584935659996e-293,4.67282883446191,107,95,138,184.147444954201,150.810407505596,219.07196037655,TRUE,TRUE,TRUE,FALSE,TRUE
"Gpr34",0.00105957710078125,2.69191733844679e-07,57,9,4.67282883446191,0,4.93448127729255e-138,4.67282883446191,107,43,72,90.4862445033575,68.2615528709539,114.298414109504,TRUE,TRUE,TRUE,FALSE,TRUE
"Pf4",0.00106348250140625,7.35789622243528e-08,88,3,4.67282883446191,0,6.27937421709096e-224,4.67282883446191,107,70,107,139.698061689394,111.123458162018,169.860143190513,TRUE,TRUE,TRUE,FALSE,TRUE
"Fcgr3",0.0010416003875,2.0779969894535e-07,67,6,4.65396035015752,0,2.61741043684657e-166,4.65396035015752,105,51,83,106.361024240789,80.9613766608988,131.760671820678,TRUE,TRUE,TRUE,FALSE,TRUE
"Rnase4",0.0009815583878125,3.36298633480345e-06,61,146,4.59511985013459,0,7.72212771226497e-106,4.59511985013459,99,46,77,96.83615639833,73.0239867921833,122.23580397822,TRUE,TRUE,TRUE,FALSE,TRUE
"Olfml3",0.00094253135578125,1.2386215831256e-06,55,50,4.55387689160054,0,5.19739964874916e-113,4.55387689160054,95,41,70,87.3112885558713,65.0865969234677,111.123458162018,TRUE,TRUE,TRUE,FALSE,TRUE
"Cd68",0.00090447416390625,2.54014005752637e-07,63,6,4.51085950651685,0,4.386245268486e-156,4.51085950651685,91,48,79,100.011112345816,76.1989427396695,125.410759925706,TRUE,TRUE,TRUE,FALSE,TRUE
"Itgam",0.00084795688546875,2.15594969012464e-06,48,51,4.45434729625351,0,1.29408950557797e-96,4.45434729625351,86,35,62,76.1989427396695,55.561729081009,98.4236343720731,TRUE,TRUE,TRUE,FALSE,TRUE
