68,38,69
66,21,40
66,22,48
65,52,33
63,32,26
53,28,23
53,32,21
55,25,54
55,26,54
53,56,36
68,34,62
68,32,60
67,39,71
67,18,38
67,25,44
65,47,17
64,30,31
64,52,32
65,45,19
63,33,25
64,31,29
68,52,76
68,62,76
68,56,76
68,60,76
53,35,20
54,17,33
53,30,22
54,18,31
56,51,60
56,62,60
55,70,58
56,54,61
56,63,60
55,72,57
55,21,52
54,19,51
52,55,34
52,69,29
52,69,31
