"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"Regulation Of Lipid Kinase Activity",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Regulation Of Lymphocyte Activation",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Regulation Of Multicellular Organismal Development",-0.457142857142857,-0.614193548387096,-0.335685483870968,-0.625448028673835,-0.766451612903225,-0.461935483870968,-0.741935483870967,-0.767281105990783,-0.549627791563275,-0.765294771968854,-0.758832565284178,-0.580645161290322,0.32258064516129,0.36989247311828,0.58765778401122,-0.349951124144672,-0.64516129032258,-0.290322580645161,-0.336693548387097,-0.741935483870967,-0.254342431761787,-0.470967741935484,-0.615384615384615,-0.801075268817204,-0.769892473118279,0.407066052227343,-0.419354838709677,-0.260752688172043,0.60752688172043,0.501075268817204,0.741935483870968,0.58765778401122,-0.416422287390029,0.535483870967742,0.853456221198157,-0.387096774193548,-0.45400238948626,-0.451612903225806,-0.419354838709677,-0.64516129032258,0.568439407149085,0.440597954366641,-0.290322580645161,0.400174367916303,0.935483870967742,0.290322580645161,0.451612903225807,0.519466073414905,-0.315412186379928,0.658303464755078,0.496415770609319,0.724957555178268,0.785714285714286,0.838709677419355,0.539589442815249,0.802002224694105,0.85663082437276,0.390029325513196,0.545161290322581,0.903225806451613
"Regulation Of Neurotransmitter Receptor Activity",0.5625,0.65625,-0.525297619047619,-0.78125,-0.875,-0.9375,-0.516129032258065,-0.3125,0.336309523809524,0.3625,-0.375,-0.3125,-0.732142857142857,-0.9375,-0.84375,-0.615384615384615,-0.71875,0.730654761904762,-0.888888888888889,-0.516129032258065,-0.544642857142857,-0.650568181818182,-0.761029411764706,0.607142857142857,-0.3125,0.875,-0.6875,0.84375,-0.71875,-0.46875,0.8125,0.639705882352941,-0.71875,0.639705882352941,0.513392857142857,0.5625,-0.8125,0.459558823529412,0.75,0.447916666666667,0.559210526315789,-0.59375,0.90625,0.75,0.59375,0.59375,0.75,-0.65625,-0.496527777777778,-0.400735294117647,0.65625,0.71875,0.639705882352941,0.944444444444444,0.3625,0.690340909090909,0.909926470588235,-0.5,0.454741379310345,0.71875
"Regulation Of Phosphatidylinositol 3 Kinase Activity",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Regulation Of Phosphorus Metabolic Process",-0.421052631578947,-0.633333333333333,-0.346236559139785,0.5,-0.528571428571428,0.488888888888889,-0.485714285714286,-0.722222222222222,0.338738738738739,-0.473469387755102,-0.557575757575758,0.378494623655914,0.7,0.527272727272727,-0.355555555555555,0.4,0.399099099099099,-0.471428571428571,0.35632183908046,-0.364912280701754,0.51025641025641,0.638095238095238,-0.551724137931034,-0.680952380952381,0.467479674796748,-0.5,-0.366666666666667,0.417204301075269,0.436363636363636,0.399099099099099,0.633333333333333,-0.608333333333333,0.472222222222222,0.450574712643678,-0.422222222222222,-0.592592592592593,0.333333333333333,-0.621212121212121,-0.34047619047619,0.418518518518519,0.411111111111111,0.365217391304348,-0.316666666666667,-0.495238095238095,0.733333333333333,-0.407843137254902,0.442105263157895,0.411111111111111,-0.444444444444444,0.334883720930233,0.414634146341463,0.538095238095238,0.356910569105691,0.675177304964539,0.324242424242424,0.647619047619048,0.693939393939394,0.338738738738739,-0.427642276422764,0.348148148148148
"Regulation Of Protein Kinase Activity",-0.75,-0.3125,-0.580882352941176,0.46875,-0.38125,0.71875,0.365489130434783,-0.84375,-0.59375,0.520474137931034,-0.941176470588235,0.766826923076923,0.803571428571429,0.447916666666667,0.392857142857143,0.78125,-0.65625,-0.6875,0.71875,0.60625,-0.368055555555556,0.65625,0.625,-0.75,0.819852941176471,0.65625,0.40625,0.6875,-0.760416666666667,-0.625,0.59375,-0.5,-0.473557692307692,0.5625,-0.715277777777778,-0.71875,0.59375,-0.65625,0.625,-0.34375,-0.8125,-0.5,0.770833333333333,-0.875,0.739130434782609,-0.75,0.6875,0.59375,-0.695652173913043,0.65625,-0.84375,0.810855263157895,-0.310661764705882,0.84375,0.444711538461538,0.770833333333333,0.6875,0.473214285714286,0.416666666666667,0.639705882352941
"Regulation Of Protein Modification Process",-0.551724137931034,-0.278861788617886,-0.493333333333333,0.5,-0.527272727272727,0.248387096774194,-0.457575757575758,-0.5,-0.733333333333333,-0.410204081632653,-0.667741935483871,-0.3,0.476344086021505,0.431578947368421,0.594252873563218,0.463636363636364,-0.7,0.344444444444444,-0.3,0.585507246376812,0.346236559139785,0.333333333333333,0.377777777777778,-0.756140350877193,-0.563768115942029,-0.366666666666667,-0.366666666666667,-0.351162790697674,-0.354022988505747,0.451515151515152,-0.432432432432432,0.62962962962963,-0.366666666666667,0.51025641025641,-0.558503401360544,0.559259259259259,0.633333333333333,-0.583333333333333,0.414583333333333,-0.519047619047619,-0.506802721088435,0.537037037037037,0.402083333333333,-0.431884057971014,0.607246376811594,-0.421212121212121,-0.348275862068965,0.633333333333333,-0.390243902439024,0.7,-0.557575757575758,0.582051282051282,0.3,0.626666666666667,0.317647058823529,0.417204301075269,0.787179487179487,0.397674418604651,0.433333333333333,0.550877192982456
"Regulation Of Protein Phosphorylation",-0.593787335722819,-0.524193548387097,-0.533602150537634,0.483870967741936,-0.606451612903225,0.316820276497696,-0.555178268251273,-0.761786600496277,-0.696480938416422,-0.512981904012588,-0.767990074441687,0.360448807854137,0.730715287517532,0.634037819799778,0.601779755283649,0.486559139784946,-0.677419354838709,-0.313782991202346,0.334677419354839,0.36989247311828,0.397107897664071,0.495161290322581,-0.571428571428571,-0.778552746294681,0.435483870967742,0.354838709677419,-0.354838709677419,0.452725250278087,-0.338709677419355,0.467741935483871,0.612903225806452,-0.516129032258064,-0.354838709677419,0.512406947890819,0.438330170777989,-0.419354838709677,0.612903225806452,-0.586337760910816,-0.32258064516129,-0.354838709677419,0.424884792626728,0.425499231950845,0.512406947890819,-0.741935483870967,0.77332170880558,-0.436491935483871,0.612903225806452,0.612903225806452,-0.516129032258064,0.67741935483871,0.425,0.767741935483871,0.469208211143695,0.870967741935484,0.421744324970131,0.685483870967742,0.832606800348736,0.376660341555977,0.319243604004449,0.635673624288425
"Regulation Of Proteolysis",-0.571428571428571,-0.6875,-0.8125,0.684027777777778,-0.8125,0.5625,-0.422697368421053,-0.84375,-0.34375,-0.834821428571429,0.65,0.46875,0.875,0.772727272727273,0.772727272727273,0.90625,-0.65625,0.415178571428571,0.71875,0.459558823529412,0.5375,0.65625,0.76875,-0.90625,-0.689903846153846,0.40625,-0.4375,-0.6875,-0.5,0.639705882352941,-0.454861111111111,-0.941176470588235,-0.40625,-0.46875,-0.670955882352941,-0.71875,0.6875,0.375,-0.40625,-0.59375,-0.65625,0.9375,-0.53125,-1,0.71875,-0.59375,-0.695652173913043,0.770833333333333,0.6875,0.741666666666667,-0.479166666666667,-0.675,-0.68125,0.658653846153846,0.46625,0.493055555555556,0.875,0.6875,0.525,0.494047619047619
"Regulation Of Response To External Stimulus",-0.634408602150537,-0.419354838709677,-0.578225806451613,-0.587436332767402,-0.767990074441687,0.429677419354839,-0.339307048984468,-0.801672640382317,-0.533602150537634,-0.495601173020528,0.441687344913151,-0.580645161290322,-0.654121863799283,-0.612903225806451,-0.64516129032258,0.365927419354839,-0.64516129032258,-0.258064516129032,0.67741935483871,-0.431899641577061,-0.709677419354838,-0.53763440860215,0.486559139784946,-0.559907834101382,-0.728110599078341,0.285161290322581,0.446236559139785,-0.367511520737327,-0.728110599078341,0.548387096774194,0.435897435897436,0.724957555178268,-0.53763440860215,0.512406947890819,0.491039426523298,-0.354838709677419,0.472222222222222,0.617302052785924,0.635673624288425,0.412634408602151,0.264784946236559,0.481566820276498,0.612903225806452,0.438330170777989,0.62962962962963,-0.32258064516129,-0.592741935483871,-0.473118279569892,-0.299539170506912,0.520967741935484,0.488479262672811,0.768817204301075,0.447368421052632,0.406451612903226,0.540860215053763,0.870967741935484,0.668520578420467,0.68867216804201,0.690860215053763,0.803225806451613
"Regulation Of Response To Stress",-0.604964539007092,0.348148148148148,-0.558536585365854,-0.441666666666667,-0.662068965517241,0.342857142857143,-0.233333333333333,-0.536036036036036,-0.610416666666667,-0.333333333333333,0.351612903225806,-0.6,-0.694871794871795,-0.633333333333333,-0.633333333333333,0.465040650406504,-0.666666666666667,0.463636363636364,0.388888888888889,0.437254901960784,-0.633333333333333,-0.45,0.689430894308943,-0.525287356321839,-0.833333333333333,0.233333333333333,0.433333333333334,-0.576190476190476,-0.638095238095238,0.53125,-0.563636363636363,0.855555555555556,-0.433333333333333,0.51025641025641,-0.323809523809524,0.46078431372549,0.377777777777778,0.533333333333333,0.770967741935484,-0.351282051282051,-0.464912280701754,0.588888888888889,0.633333333333333,0.558333333333333,0.472222222222222,-0.333333333333333,-0.69009009009009,-0.233333333333333,0.417543859649123,0.526190476190476,-0.333333333333333,0.558333333333333,-0.512578616352201,-0.453191489361702,0.544144144144144,0.57719298245614,0.606451612903226,0.569230769230769,0.742857142857143,0.74375
"Regulation Of Signaling Receptor Activity",-0.842105263157894,0.297335203366059,-0.66080156402737,-0.631336405529954,-0.838709677419354,-0.729601518026565,-0.513824884792626,-0.450268817204301,-0.349078341013825,-0.473118279569892,-0.387096774193548,0.32258064516129,-0.670967741935483,-0.779233870967741,-0.709677419354838,0.406451612903226,-0.677419354838709,0.501075268817204,-0.64,-0.432432432432432,-0.650853889943074,-0.523297491039426,-0.602150537634408,-0.466205837173579,-0.32258064516129,0.645161290322581,-0.64516129032258,0.544592030360531,-0.643010752688172,-0.419354838709677,0.741935483870968,0.593189964157706,-0.509677419354838,0.778225806451613,0.387096774193548,-0.32258064516129,-0.634037819799777,0.33026113671275,0.645161290322581,0.290322580645161,0.319243604004449,0.729646697388633,0.803225806451613,-0.436491935483871,0.670745272525028,0.290322580645161,0.741935483870968,-0.45766129032258,-0.32258064516129,0.376344086021505,-0.431451612903226,0.612903225806452,0.370967741935484,0.804226918798665,0.574003795066414,0.767990074441687,0.936491935483871,0.817836812144213,0.56989247311828,0.741935483870968
"Regulation Of System Process",0.59375,0.5625,0.6875,-0.64,-0.760416666666667,-0.8125,-0.5,0.3125,0.489583333333333,0.465909090909091,-0.375,0.651785714285714,0.586206896551724,0.520474137931034,-0.479166666666667,0.447916666666667,-0.683035714285714,0.584134615384615,-0.59375,-0.695652173913043,0.696022727272727,-0.90625,0.40625,0.46625,-0.71875,0.90625,-0.71875,0.5625,-0.727272727272727,-0.55,0.550480769230769,0.416666666666667,-0.727272727272727,0.803571428571429,0.4375,0.34375,-0.96875,-0.71875,-0.46875,0.59375,0.71875,0.446022727272727,0.643092105263158,0.385416666666667,-0.477272727272727,-0.629464285714286,-0.28125,-0.473557692307692,-0.46875,0.375,0.6875,0.5625,0.78125,0.909926470588235,-0.4975,0.75,0.53125,-0.638888888888889,-0.516129032258065,0.653846153846154
"Regulation Of T Cell Activation",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Regulation Of Trans Synaptic Signaling",0.580645161290323,-0.367511520737327,-0.456221198156682,-0.734193548387096,-0.903225806451612,-0.903225806451612,-0.673913043478261,-0.32258064516129,-0.52442396313364,-0.462701612903226,-0.546920821114369,-0.405329593267882,-0.392706872370266,-0.594020456333595,-0.45409429280397,-0.480075901328273,-0.709677419354838,0.67741935483871,-0.732377538829151,-0.472856018882769,0.417562724014337,-0.567741935483871,-0.876832844574779,-0.484604105571847,-0.524193548387097,0.593189964157706,-0.709677419354838,0.410138248847926,-0.293010752688172,0.634408602150538,0.838709677419355,0.412634408602151,-0.436950146627566,0.555178268251273,0.663394109396914,0.580645161290323,-0.556451612903226,0.417562724014337,0.508602150537634,0.440860215053763,0.731797235023042,0.440860215053763,0.674654377880184,0.481065918653576,0.658808933002481,0.612903225806452,0.616935483870968,0.519466073414905,0.290322580645161,0.339307048984468,0.739130434782609,0.654121863799283,0.782013685239492,0.904233870967742,0.33026113671275,0.543424317617866,0.970588235294118,0.483870967741936,0.376660341555977,0.709677419354839
"Regulation Of Transferase Activity",-0.470588235294117,-0.532814238042269,-0.370967741935484,0.546236559139785,-0.377419354838709,0.741935483870968,0.283154121863799,-0.798709677419354,0.58765778401122,0.400174367916303,-0.666666666666666,0.69431643625192,0.662058371735791,0.354838709677419,-0.533333333333333,0.603225806451613,0.560334528076464,-0.709677419354838,0.67741935483871,0.403225806451613,0.384792626728111,0.714717741935484,0.535980148883375,-0.549627791563275,0.767281105990783,-0.592592592592592,0.419354838709677,0.617302052785924,-0.316970546984572,-0.442396313364055,0.612903225806452,-0.759013282732447,0.566666666666667,0.491039426523298,-0.733036707452725,-0.741935483870967,-0.387096774193548,-0.677419354838709,-0.32258064516129,0.421744324970131,-0.756451612903225,-0.444444444444444,0.404233870967742,-0.593189964157706,0.709677419354839,-0.658602150537634,0.48991935483871,-0.388709677419355,-0.571428571428571,-0.422287390029325,-0.797043010752688,0.560334528076464,-0.454193548387097,0.565982404692082,0.340725806451613,0.724957555178268,0.524492234169654,0.419354838709677,-0.509856630824372,0.352449223416965
"Regulation Of Transport",0.709677419354839,0.250384024577573,-0.494134897360704,0.524193548387097,-0.635483870967742,-0.445340501792114,0.828853046594982,0.741935483870968,0.463709677419355,0.761786600496278,0.539170506912442,0.589677419354839,0.53125,0.412186379928315,-0.704301075268817,-0.727272727272727,0.460028050490884,-0.387096774193548,-0.444444444444444,0.666199158485274,0.767741935483871,0.68,-0.495483870967742,0.751273344651952,0.448807854137447,0.53125,-0.557706093189964,0.588709677419355,-0.677419354838709,-0.318373071528752,0.66705069124424,-0.362519201228878,-0.603415559772296,-0.554252199413489,-0.580645161290322,-0.483870967741935,-0.592375366568915,0.335685483870968,-0.544665012406948,0.58765778401122,0.469677419354839,-0.290322580645161,0.319243604004449,0.509677419354839,-0.492943548387097,0.398185483870968,0.681003584229391,-0.522273425499231,-0.47438330170778,-0.705376344086021,0.440860215053763,-0.592592592592592,-0.551724137931034,0.942857142857143,-0.806451612903225,0.451612903225807,0.501075268817204,-0.483870967741935,-0.838709677419354,-0.32258064516129
"Regulation Of Vesicle Mediated Transport",0.71875,-0.599431818181818,0.40625,0.78125,0.53125,0.465909090909091,0.730654761904762,0.78125,-0.485991379310345,0.741666666666667,0.76875,0.770833333333333,0.566666666666667,0.696022727272727,-0.53125,-0.5625,0.6875,-0.625,0.525,0.5625,0.810855263157895,0.944444444444444,0.65625,0.71875,0.40625,0.53125,0.53125,0.53125,-0.8,0.279411764705882,0.5,-0.490808823529412,-0.666666666666667,-0.544642857142857,-0.645833333333333,-0.625,-0.5625,-0.525297619047619,-0.802083333333333,0.770833333333333,0.71875,-0.28125,-0.6875,0.375,-0.78125,0.416666666666667,0.589673913043478,-0.670955882352941,-0.40625,-0.8,0.447916666666667,-0.941176470588235,-0.64,0.857638888888889,-0.9375,0.51875,-0.629464285714286,-0.55,-0.8125,-0.68125
"Response To Endogenous Stimulus",0.330861909175162,-0.379892037786775,-0.326475849731664,-0.25,-0.539722572509458,-0.35827186512118,-0.344385499557913,-0.326923076923077,-0.62262443438914,-0.405429864253394,0.192307692307692,-0.415774099318403,0.304442036836403,0.334035827186512,-0.227920227920228,-0.365689865689866,-0.487179487179487,-0.307692307692308,-0.384615384615385,-0.550480769230769,-0.264835164835165,-0.423076923076923,-0.357634902411022,-0.46522655426765,-0.641958041958042,0.367983367983368,-0.241452991452991,-0.458041958041958,-0.484720758693361,0.452054794520548,0.37701804368471,0.349547511312217,-0.517279821627648,-0.271186440677966,0.57948717948718,-0.192307692307692,-0.297313797313797,0.424225028702641,0.255989911727617,0.541069100391134,0.561938061938062,0.498168498168498,-0.307692307692308,0.452054794520548,0.623510292524377,0.446985446985447,-0.274038461538462,0.242240215924426,0.251895991332611,0.461538461538462,0.68159688412853,0.288930581613508,0.379310344827586,0.703076923076923,-0.346153846153846,0.464882943143813,0.538461538461539,0.551724137931034,0.343822843822844,0.58735332464146
"Response To Growth Factor",0.296198054818744,-0.602925809822362,-0.347906403940887,0.558620689655172,-0.659574468085106,-0.25821972734563,0.401115618661258,0.448275862068965,-0.712284482758621,0.372742200328407,0.387329591018444,0.44989224137931,0.568613652357495,0.662741799831791,0.372210953346856,-0.529693486590038,-0.448275862068966,0.491579791499599,-0.379310344827586,-0.468611847922193,0.470443349753695,0.448275862068965,-0.467980295566503,-0.459770114942529,-0.649925037481259,0.333333333333333,-0.359770114942529,-0.67967332123412,-0.650332728372656,0.589285714285714,-0.322660098522168,-0.469147005444646,-0.478204294079376,-0.5,0.412151067323481,-0.382647385984427,0.410585404971933,-0.544670846394984,-0.400766283524904,0.793887147335423,0.699797160243408,0.585556278464541,-0.470905172413793,0.344827586206896,0.497072218607677,0.504137931034483,-0.610472541507024,0.386569872958258,0.370865587614356,0.413793103448276,0.844827586206897,-0.667876588021779,0.40498899486427,0.733851384167071,-0.510971786833856,-0.360254083484574,0.536677115987461,0.622641509433962,-0.390243902439025,-0.241379310344828
"Response To Nitrogen Compound",-0.551724137931034,0.44375,-0.6875,-0.526785714285714,-0.473557692307692,-0.695652173913043,-0.689903846153846,-0.71875,-0.75,-0.628472222222222,-0.59375,-0.798076923076923,-0.90625,-0.761904761904762,-0.6875,0.78125,-0.65625,-0.8125,-0.55625,-0.71875,-0.84375,-0.375,-0.416666666666667,-0.8125,-0.59375,0.65625,0.40625,-0.46875,0.839583333333333,0.59375,0.71875,0.839583333333333,0.59375,0.726973684210526,0.684027777777778,0.475328947368421,0.53125,0.76875,0.625,-0.40625,-0.479166666666667,0.96875,0.59375,0.53125,0.944444444444444,0.572916666666667,0.71875,-0.4375,0.59375,0.6875,-0.645833333333333,-0.4375,-0.8125,0.391447368421053,0.78125,0.726973684210526,0.726973684210526,0.619318181818182,0.8125,0.78125
"Response To Organic Cyclic Compound",0.90625,0.625,0.597222222222222,-0.84375,0.46875,-0.75,-0.59375,-0.727272727272727,-0.424107142857143,0.625,-0.75,-0.732142857142857,-0.71875,-0.875,-0.675,-0.689903846153846,-0.675,-0.90625,-0.90625,-0.75,-0.6875,-0.75,-0.71875,0.4375,-0.71875,0.71875,0.625,0.614583333333333,0.839583333333333,-0.581730769230769,0.96875,0.9375,-0.875,-0.416666666666667,0.9375,0.65625,-0.870833333333333,0.810855263157895,0.84375,-0.40625,0.65625,-0.96875,0.75,1,-0.53125,0.729779411764706,0.700892857142857,-0.71875,-0.675,0.625,0.568181818181818,0.726973684210526,0.548387096774194,0.336805555555556,-0.496527777777778,0.625,-0.40625,-0.75,0.614583333333333,0.78125
"Response To Oxygen Containing Compound",0.90625,0.625,0.597222222222222,-0.84375,0.46875,-0.75,-0.59375,-0.727272727272727,-0.424107142857143,0.625,-0.75,-0.732142857142857,-0.71875,-0.875,-0.675,-0.689903846153846,-0.675,-0.90625,-0.90625,-0.75,-0.6875,-0.75,-0.71875,0.4375,-0.71875,0.71875,0.625,0.614583333333333,0.839583333333333,-0.581730769230769,0.96875,0.9375,-0.875,-0.416666666666667,0.9375,0.65625,-0.870833333333333,0.810855263157895,0.84375,-0.40625,0.65625,-0.96875,0.75,1,-0.53125,0.729779411764706,0.700892857142857,-0.71875,-0.675,0.625,0.568181818181818,0.726973684210526,0.548387096774194,0.336805555555556,-0.496527777777778,0.625,-0.40625,-0.75,0.614583333333333,0.78125
"Response To Transforming Growth Factor Beta",-0.546195652173913,-0.59375,0.53125,0.658653846153846,-0.666666666666667,0.545833333333333,0.8125,0.53125,-0.90625,0.772727272727273,0.8125,0.60875,0.365489130434783,-0.46875,-0.4375,-0.400735294117647,-0.599431818181818,0.78125,0.59375,0.5625,-0.599431818181818,0.53125,0.78125,-0.625,-0.580882352941176,0.307565789473684,0.84375,-0.75,-0.90625,0.653846153846154,-0.71875,0.59375,-0.772916666666667,-0.842105263157895,0.336805555555556,0.4375,0.586206896551724,0.454741379310345,0.639705882352941,0.84375,0.770833333333333,-0.34375,0.5625,0.46875,-0.479166666666667,0.6875,-0.96875,-0.8125,-0.497159090909091,-0.5625,0.909926470588235,-0.59375,-0.506578947368421,-0.475961538461538,-0.64,-0.96875,-0.471467391304348,0.696022727272727,0.392857142857143,0.59375
"Ribonucleotide Binding",0.3,0.775,0.542857142857143,0.240540540540541,0.6125,-0.517543859649123,0.739130434782609,0.443010752688172,0.330952380952381,0.368181818181818,-0.583333333333333,0.538297872340426,-0.4,-0.761904761904762,-0.676190476190476,-0.542028985507246,0.569230769230769,-0.36140350877193,0.472222222222222,-0.498245614035088,-0.403030303030303,0.366666666666667,-0.309523809523809,-0.46,-0.366666666666667,0.355172413793103,0.630952380952381,0.436231884057971,0.386666666666667,0.566666666666667,0.402083333333333,0.653900709219858,0.408333333333333,-0.642857142857143,0.796078431372549,0.323809523809524,0.614814814814815,0.829166666666667,0.717948717948718,-0.372727272727273,0.607142857142857,-0.738709677419355,-0.266666666666667,0.62962962962963,-0.803225806451613,0.6,0.733333333333333,-0.470588235294118,-0.496969696969697,-0.366666666666667,-0.342857142857143,0.314942528735632,-0.85,0.266666666666667,-0.639784946236559,-0.466666666666667,-0.918367346938775,-0.531372549019608,-0.233333333333333,-0.407843137254902
"Rna Processing",0.607142857142857,-0.625,0.875,-0.875,-0.625,-0.71875,-0.75,-0.34375,0.71875,0.64375,0.90625,-0.638888888888889,0.607638888888889,0.875,0.71875,-0.5,-0.71875,0.894736842105263,-0.84375,-0.65625,0.78125,-0.875,0.65,-0.78125,-0.802083333333333,0.75,-0.96875,-0.683035714285714,0.78125,-0.760416666666667,-0.75,0.53125,-0.53125,0.6875,0.75,0.75,-0.6875,-0.875,-0.446428571428571,-0.84375,0.5625,0.392857142857143,0.495535714285714,-0.375,-0.625,-0.8125,-0.8125,0.944444444444444,0.766826923076923,0.875,0.90625,0.65625,0.65625,-0.625,-0.6875,-0.842105263157895,0.568181818181818,-0.40625,0.71875,0.625
"Secretion",0.71875,-0.599431818181818,0.40625,0.78125,0.53125,0.465909090909091,0.730654761904762,0.78125,-0.485991379310345,0.741666666666667,0.76875,0.770833333333333,0.566666666666667,0.696022727272727,-0.53125,-0.5625,0.6875,-0.625,0.525,0.5625,0.810855263157895,0.944444444444444,0.65625,0.71875,0.40625,0.53125,0.53125,0.53125,-0.8,0.279411764705882,0.5,-0.490808823529412,-0.666666666666667,-0.544642857142857,-0.645833333333333,-0.625,-0.5625,-0.525297619047619,-0.802083333333333,0.770833333333333,0.71875,-0.28125,-0.6875,0.375,-0.78125,0.416666666666667,0.589673913043478,-0.670955882352941,-0.40625,-0.8,0.447916666666667,-0.941176470588235,-0.64,0.857638888888889,-0.9375,0.51875,-0.629464285714286,-0.55,-0.8125,-0.68125
"Secretory Granule",0.336805555555556,0.5625,0.5,0.875,0.772727272727273,0.65625,0.5625,0.700892857142857,-0.802083333333333,0.568181818181818,0.502083333333333,0.598214285714286,-0.628472222222222,-0.71875,-0.422697368421053,-0.68125,0.875,-0.629464285714286,0.90625,0.803571428571429,-0.59375,0.80952380952381,0.5625,0.71875,0.8125,-0.851102941176471,0.8125,0.909926470588235,-0.40625,-0.59375,-0.28125,0.6875,0.607638888888889,-0.71875,0.336309523809524,-0.4375,0.658653846153846,0.75,-0.4375,0.875,-0.375,-0.78125,-0.84375,-0.506578947368421,-0.758223684210526,0.395,0.96875,-0.628472222222222,-0.715277777777778,-0.9375,-0.6875,-0.761904761904762,-0.761904761904762,-0.59375,-0.53125,-0.772916666666667,-0.875,-0.888888888888889,-0.8125,-0.5625
"Secretory Granule Membrane",0.336805555555556,0.5625,0.5,0.875,0.772727272727273,0.65625,0.5625,0.700892857142857,-0.802083333333333,0.568181818181818,0.502083333333333,0.598214285714286,-0.628472222222222,-0.71875,-0.422697368421053,-0.68125,0.875,-0.629464285714286,0.90625,0.803571428571429,-0.59375,0.80952380952381,0.5625,0.71875,0.8125,-0.851102941176471,0.8125,0.909926470588235,-0.40625,-0.59375,-0.28125,0.6875,0.607638888888889,-0.71875,0.336309523809524,-0.4375,0.658653846153846,0.75,-0.4375,0.875,-0.375,-0.78125,-0.84375,-0.506578947368421,-0.758223684210526,0.395,0.96875,-0.628472222222222,-0.715277777777778,-0.9375,-0.6875,-0.761904761904762,-0.761904761904762,-0.59375,-0.53125,-0.772916666666667,-0.875,-0.888888888888889,-0.8125,-0.5625
