"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"Golgi Apparatus Subcompartment",-0.354838709677419,-0.407258064516129,0.634408602150538,-0.774193548387096,0.462701612903226,-0.755376344086021,-0.715370018975332,-0.792114695340501,0.870967741935484,0.488479262672811,-0.870967741935483,0.490015360983103,-0.704584040747029,-0.96774193548387,-0.432258064516129,-0.799999999999999,-0.540135033758439,0.555178268251273,-0.663082437275985,-0.580645161290322,-0.852770885028949,-0.870967741935483,-0.444022770398482,-0.425115207373272,-0.460829493087557,0.474193548387097,-0.516129032258064,-0.439665471923536,0.417888563049853,-0.677419354838709,-0.516129032258064,0.493951612903226,-0.774193548387096,-0.446051167964405,1,-0.533660589060308,-0.518026565464895,-0.387096774193548,-0.517972350230414,-0.806451612903225,0.515151515151515,-0.741935483870967,-0.442514474772539,-0.385199240986717,-0.903225806451612,-0.64516129032258,-0.455334987593052,0.421935483870968,-0.677419354838709,-0.498924731182795,-0.604301075268817,0.524423963133641,-0.460829493087557,-0.741935483870967,-0.659574468085106,-0.464690496948561,-0.839950372208436,-0.677419354838709,-0.452346041055718,-0.411568409343715
"Golgi Membrane",-0.354838709677419,-0.407258064516129,0.634408602150538,-0.774193548387096,0.462701612903226,-0.755376344086021,-0.715370018975332,-0.792114695340501,0.870967741935484,0.488479262672811,-0.870967741935483,0.490015360983103,-0.704584040747029,-0.96774193548387,-0.432258064516129,-0.799999999999999,-0.540135033758439,0.555178268251273,-0.663082437275985,-0.580645161290322,-0.852770885028949,-0.870967741935483,-0.444022770398482,-0.425115207373272,-0.460829493087557,0.474193548387097,-0.516129032258064,-0.439665471923536,0.417888563049853,-0.677419354838709,-0.516129032258064,0.493951612903226,-0.774193548387096,-0.446051167964405,1,-0.533660589060308,-0.518026565464895,-0.387096774193548,-0.517972350230414,-0.806451612903225,0.515151515151515,-0.741935483870967,-0.442514474772539,-0.385199240986717,-0.903225806451612,-0.64516129032258,-0.455334987593052,0.421935483870968,-0.677419354838709,-0.498924731182795,-0.604301075268817,0.524423963133641,-0.460829493087557,-0.741935483870967,-0.659574468085106,-0.464690496948561,-0.839950372208436,-0.677419354838709,-0.452346041055718,-0.411568409343715
"Golgi To Endosome Transport",-0.6875,-0.53125,-0.65625,-0.96875,-0.53125,-0.5625,-0.78125,-0.90625,-0.53125,-0.53125,-0.90625,-0.65625,-0.96875,-1,-0.53125,-0.53125,-0.9375,-0.53125,-0.78125,-0.53125,-1.03125,-0.84375,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.6875,-0.53125,-0.53125,-0.78125,-0.53125,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.875,-0.78125,-0.71875,-0.53125,-0.53125,-0.875,-0.65625,-0.53125,-0.53125,-0.65625,-0.53125,-0.875,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.53125,-0.65625,-0.53125,-0.53125
"Golgi Vesicle Transport",-0.354838709677419,-0.407258064516129,0.634408602150538,-0.774193548387096,0.462701612903226,-0.755376344086021,-0.715370018975332,-0.792114695340501,0.870967741935484,0.488479262672811,-0.870967741935483,0.490015360983103,-0.704584040747029,-0.96774193548387,-0.432258064516129,-0.799999999999999,-0.540135033758439,0.555178268251273,-0.663082437275985,-0.580645161290322,-0.852770885028949,-0.870967741935483,-0.444022770398482,-0.425115207373272,-0.460829493087557,0.474193548387097,-0.516129032258064,-0.439665471923536,0.417888563049853,-0.677419354838709,-0.516129032258064,0.493951612903226,-0.774193548387096,-0.446051167964405,1,-0.533660589060308,-0.518026565464895,-0.387096774193548,-0.517972350230414,-0.806451612903225,0.515151515151515,-0.741935483870967,-0.442514474772539,-0.385199240986717,-0.903225806451612,-0.64516129032258,-0.455334987593052,0.421935483870968,-0.677419354838709,-0.498924731182795,-0.604301075268817,0.524423963133641,-0.460829493087557,-0.741935483870967,-0.659574468085106,-0.464690496948561,-0.839950372208436,-0.677419354838709,-0.452346041055718,-0.411568409343715
"Growth",-0.313725490196079,-0.44125159642401,-0.35632183908046,-0.241379310344828,-0.433244916003537,-0.304691916336914,-0.452978056426332,-0.633228840125392,-0.410794602698651,-0.404214559386973,-0.558620689655173,-0.339214113873296,0.368582375478927,-0.326530612244898,-0.38777979431337,0.363218390804598,-0.363124560168895,-0.567586206896552,-0.316912972085386,-0.478620689655173,0.31631299734748,0.504926108374384,-0.432432432432433,-0.647335423197492,0.369252873563218,-0.41025641025641,-0.379310344827586,0.385579937304075,0.572267057960381,0.36551724137931,0.655172413793103,-0.2994555353902,0.472222222222222,0.385579937304075,0.439509059029807,-0.41025641025641,0.344827586206896,0.386569872958258,0.206896551724138,0.39488320355951,0.355761143818335,0.35832083958021,0.248416608022519,-0.302746931618937,0.7023988005997,0.293103448275862,0.523915461624027,0.346469622331691,-0.41025641025641,0.383532723434201,0.395348837209302,0.46551724137931,-0.356739811912226,0.552978056426332,0.296551724137931,0.531034482758621,0.632183908045977,0.271943573667712,-0.313049357674104,0.369731800766283
"Gtpase Activity",0.440217391304348,0.875,-0.40625,0.440217391304348,0.4375,-0.842105263157895,-0.59375,0.60625,-0.68125,-0.674342105263158,-0.4375,0.586206896551724,-0.683035714285714,-0.84375,-0.90625,0.857638888888889,0.444711538461538,-0.71875,0.566666666666667,-0.625,-0.628472222222222,0.664402173913043,-0.78125,-0.772916666666667,-0.34375,0.5625,0.65625,-0.46875,-0.485991379310345,0.729779411764706,0.819852941176471,0.489583333333333,0.6875,-0.625,0.90625,0.44375,0.53125,0.90625,0.84375,-0.625,0.4375,0.625,-0.338815789473684,0.894736842105263,-0.46875,0.839583333333333,0.875,-0.727272727272727,-0.4375,-0.34375,-0.46875,-0.46875,-0.875,-0.477272727272727,-0.46875,-0.40625,-0.715277777777778,-0.28125,0.59375,-0.59375
"Guanyl Nucleotide Binding",0.440217391304348,0.875,-0.40625,0.440217391304348,0.4375,-0.842105263157895,-0.59375,0.60625,-0.68125,-0.674342105263158,-0.4375,0.586206896551724,-0.683035714285714,-0.84375,-0.90625,0.857638888888889,0.444711538461538,-0.71875,0.566666666666667,-0.625,-0.628472222222222,0.664402173913043,-0.78125,-0.772916666666667,-0.34375,0.5625,0.65625,-0.46875,-0.485991379310345,0.729779411764706,0.819852941176471,0.489583333333333,0.6875,-0.625,0.90625,0.44375,0.53125,0.90625,0.84375,-0.625,0.4375,0.625,-0.338815789473684,0.894736842105263,-0.46875,0.839583333333333,0.875,-0.727272727272727,-0.4375,-0.34375,-0.46875,-0.46875,-0.875,-0.477272727272727,-0.46875,-0.40625,-0.715277777777778,-0.28125,0.59375,-0.59375
"Hydrolase Activity Acting On Acid Anhydrides",0.332591768631813,0.709677419354839,0.607741935483871,-0.308602150537634,0.487903225806452,-0.735261401557285,-0.516129032258064,0.511921458625526,0.436185133239832,-0.418242491657397,-0.591935483870967,0.617511520737327,-0.451612903225806,-0.801672640382317,-0.741935483870967,0.452590420332356,0.656414103525881,-0.408918406072106,0.53125,-0.53763440860215,-0.423225806451613,0.412186379928315,-0.63782991202346,-0.614439324116743,-0.354838709677419,0.614439324116744,0.573732718894009,0.419354838709678,0.505114083398899,0.726755218216319,0.768817204301075,0.593189964157706,-0.32258064516129,-0.486943164362519,0.935483870967742,-0.399193548387097,0.554079696394687,0.756166982922201,0.797043010752688,-0.60752688172043,0.708333333333333,-0.57685009487666,-0.395781637717121,0.708333333333333,-0.670967741935483,0.836559139784946,0.737634408602151,-0.516129032258064,-0.451612903225806,0.354838709677419,0.32258064516129,0.555178268251273,-0.796893667861409,-0.533206831119544,-0.682027649769585,-0.427419354838709,-0.850094876660341,-0.421935483870968,-0.241234221598878,-0.451612903225806
"Identical Protein Binding",0.560483870967742,-0.290322580645161,0.524423963133641,-0.587436332767402,-0.32258064516129,0.516129032258065,-0.579242636746143,-0.5,0.467741935483871,-0.470588235294117,-0.417657045840407,-0.810483870967741,-0.483870967741935,-0.32258064516129,-0.580645161290322,-0.741935483870967,0.685483870967742,-0.354838709677419,-0.868817204301075,-0.408918406072106,-0.419354838709677,-0.774193548387096,-0.741935483870967,0.467741935483871,0.3841642228739,0.246451612903226,-0.722819593787335,0.32258064516129,0.663394109396914,-0.354838709677419,0.515151515151515,0.452725250278087,0.483870967741935,0.43424317617866,0.512406947890819,-0.635483870967742,-0.638709677419354,0.588709677419355,-0.580645161290322,0.739130434782609,0.76099706744868,-0.451612903225806,-0.401985111662531,0.568439407149085,0.519466073414905,0.738709677419355,0.491935483870968,-0.76463560334528,-0.380254154447703,-0.449820788530466,0.658808933002481,0.609902475618905,0.80952380952381,0.52073732718894,0.587701612903226,0.628543499511241,0.318709677419355,-0.50787696924231,0.419354838709677,0.421744324970131
"Immune Effector Process",-0.516129032258065,-0.416666666666667,0.395,-0.670955882352941,-0.68125,-0.3125,-0.71875,-0.84375,-0.375,-0.670955882352941,-0.760416666666667,-0.5625,-0.5625,-0.6875,-0.625,0.46625,-0.625,-0.68125,0.6875,-0.71875,-0.6875,-0.580882352941176,-0.40625,-0.6375,-0.5625,0.65625,-0.40625,0.447916666666667,-0.5,-0.526785714285714,0.71875,0.875,-0.625,0.589673913043478,0.726973684210526,-0.375,-0.674342105263158,-0.4375,0.59375,-0.65625,0.336309523809524,0.484879032258065,0.59375,0.484879032258065,1,-0.625,0.465277777777778,-0.581730769230769,-0.506578947368421,0.639705882352941,-0.338815789473684,0.770833333333333,0.653846153846154,0.8125,0.572916666666667,0.875,0.726973684210526,0.493055555555556,0.741666666666667,0.90625
"Immune Response",-0.4,0.348148148148148,0.272916666666667,-0.319354838709677,-0.466666666666667,-0.364102564102564,0.376923076923077,-0.411111111111111,0.311764705882353,0.291228070175439,-0.619047619047619,0.533333333333333,0.53125,0.356910569105691,-0.4,0.356410256410256,-0.551724137931034,-0.358823529411765,-0.333333333333333,0.411111111111111,0.451515151515152,-0.45,0.53125,-0.333333333333333,-0.666666666666667,0.533333333333333,-0.591666666666667,-0.370833333333333,-0.653333333333333,-0.54927536231884,0.395348837209302,0.693939393939394,-0.677777777777778,0.558333333333333,-0.383333333333333,0.451515151515152,-0.433333333333333,-0.502898550724638,-0.421212121212121,-0.563218390804598,-0.404761904761905,0.472549019607843,0.372727272727273,0.545578231292517,0.5,-0.587878787878788,-0.466666666666667,-0.233333333333333,-0.233333333333333,0.495402298850575,-0.401515151515151,0.533333333333333,0.34,0.58843537414966,-0.266666666666667,0.527536231884058,0.558333333333333,0.312121212121212,0.404761904761905,0.610526315789474
"Immune System Development",-0.4,-0.487455197132616,0.617511520737327,-0.367511520737327,-0.290322580645161,-0.32258064516129,0.304301075268817,-0.677419354838709,-0.541935483870967,0.5,-0.338709677419355,0.809847198641766,0.470288624787776,-0.566308243727598,-0.451612903225806,-0.438709677419355,-0.483870967741935,0.274193548387097,0.580645161290323,-0.576344086021505,-0.55977229601518,-0.392706872370266,-0.419354838709677,-0.544179523141655,0.451612903225807,0.67741935483871,0.617302052785924,0.290322580645161,-0.769892473118279,-0.632538569424964,0.67741935483871,0.700268817204301,-0.765294771968854,-0.41025641025641,0.668520578420467,-0.387096774193548,-0.741935483870967,-0.602150537634408,-0.419354838709677,0.306451612903226,0.560931899641577,-0.490015360983103,0.580645161290323,0.467741935483871,0.772727272727273,-0.354838709677419,0.455197132616488,-0.727598566308243,-0.684475806451612,0.593189964157706,-0.306451612903226,0.649769585253456,0.515151515151515,0.838709677419355,-0.432432432432432,0.513824884792627,0.404233870967742,0.390029325513196,0.520967741935484,0.838709677419355
"Inflammatory Response",-0.634408602150537,-0.419354838709677,-0.578225806451613,-0.587436332767402,-0.767990074441687,0.429677419354839,-0.339307048984468,-0.801672640382317,-0.533602150537634,-0.495601173020528,0.441687344913151,-0.580645161290322,-0.654121863799283,-0.612903225806451,-0.64516129032258,0.365927419354839,-0.64516129032258,-0.258064516129032,0.67741935483871,-0.431899641577061,-0.709677419354838,-0.53763440860215,0.486559139784946,-0.559907834101382,-0.728110599078341,0.285161290322581,0.446236559139785,-0.367511520737327,-0.728110599078341,0.548387096774194,0.435897435897436,0.724957555178268,-0.53763440860215,0.512406947890819,0.491039426523298,-0.354838709677419,0.472222222222222,0.617302052785924,0.635673624288425,0.412634408602151,0.264784946236559,0.481566820276498,0.612903225806452,0.438330170777989,0.62962962962963,-0.32258064516129,-0.592741935483871,-0.473118279569892,-0.299539170506912,0.520967741935484,0.488479262672811,0.768817204301075,0.447368421052632,0.406451612903226,0.540860215053763,0.870967741935484,0.668520578420467,0.68867216804201,0.690860215053763,0.803225806451613
"Intracellular Transport",-0.354838709677419,-0.407258064516129,0.634408602150538,-0.774193548387096,0.462701612903226,-0.755376344086021,-0.715370018975332,-0.792114695340501,0.870967741935484,0.488479262672811,-0.870967741935483,0.490015360983103,-0.704584040747029,-0.96774193548387,-0.432258064516129,-0.799999999999999,-0.540135033758439,0.555178268251273,-0.663082437275985,-0.580645161290322,-0.852770885028949,-0.870967741935483,-0.444022770398482,-0.425115207373272,-0.460829493087557,0.474193548387097,-0.516129032258064,-0.439665471923536,0.417888563049853,-0.677419354838709,-0.516129032258064,0.493951612903226,-0.774193548387096,-0.446051167964405,1,-0.533660589060308,-0.518026565464895,-0.387096774193548,-0.517972350230414,-0.806451612903225,0.515151515151515,-0.741935483870967,-0.442514474772539,-0.385199240986717,-0.903225806451612,-0.64516129032258,-0.455334987593052,0.421935483870968,-0.677419354838709,-0.498924731182795,-0.604301075268817,0.524423963133641,-0.460829493087557,-0.741935483870967,-0.659574468085106,-0.464690496948561,-0.839950372208436,-0.677419354838709,-0.452346041055718,-0.411568409343715
"Intrinsic Component Of Plasma Membrane",0.519466073414905,0.404233870967742,-0.620967741935484,0.580645161290323,0.751273344651952,0.367383512544803,-0.635483870967742,-0.483870967741935,-0.485768500948766,-0.516129032258064,-0.372983870967742,-0.45400238948626,0.645161290322581,0.443010752688172,0.472704714640199,-0.499151103565365,0.618768328445748,-0.32258064516129,0.902150537634409,-0.373147340889276,0.612903225806452,0.612903225806452,-0.370967741935484,-0.306451612903226,0.53125,-0.761786600496277,0.509154315605929,0.541935483870968,0.612903225806452,-0.837837837837837,-0.340860215053763,-0.48252688172043,0.85663082437276,-0.516129032258064,0.459677419354839,-0.69106699751861,0.52741935483871,0.683284457478006,-0.639999999999999,0.894736842105263,-0.397107897664071,-0.347996089931574,-0.370967741935484,0.522920203735144,0.729646697388633,-0.522273425499232,0.695014662756598,-0.387096774193548,-0.487358326068003,-0.384707287933094,0.354838709677419,0.472222222222222,-0.451612903225806,0.685483870967742,0.452725250278087,-0.435023041474654,-0.399193548387097,0.472222222222222,-0.553225806451613,-0.624787775891341
"Kinase Binding",-0.390243902439024,-0.252380952380952,0.361904761904762,0.402083333333333,0.385416666666667,0.666666666666667,0.369369369369369,-0.5,0.425,0.437254901960784,-0.432432432432432,0.464912280701754,-0.30625,0.333333333333333,-0.266666666666667,0.726190476190476,0.333333333333333,-0.633333333333333,0.384496124031008,0.574193548387097,-0.3,0.470833333333333,0.353333333333333,0.282170542635659,0.709523809523809,-0.341666666666667,0.515151515151515,0.761904761904762,-0.544444444444444,-0.557894736842105,0.36,0.466666666666667,-0.457142857142857,0.647517730496454,-0.481981981981982,0.431884057971014,0.4,-0.416666666666667,-0.333333333333333,0.338738738738739,-0.547619047619048,-0.473469387755102,0.387878787878788,-0.431884057971014,0.377777777777778,-0.464341085271318,0.5,-0.28235294117647,-0.551724137931034,-0.4,-0.5,-0.368181818181818,-0.475675675675676,0.41869918699187,0.382758620689655,0.594252873563218,-0.345528455284553,-0.555555555555555,-0.4,0.541025641025641
"Kinase Regulator Activity",-0.470588235294117,-0.532814238042269,-0.370967741935484,0.546236559139785,-0.377419354838709,0.741935483870968,0.283154121863799,-0.798709677419354,0.58765778401122,0.400174367916303,-0.666666666666666,0.69431643625192,0.662058371735791,0.354838709677419,-0.533333333333333,0.603225806451613,0.560334528076464,-0.709677419354838,0.67741935483871,0.403225806451613,0.384792626728111,0.714717741935484,0.535980148883375,-0.549627791563275,0.767281105990783,-0.592592592592592,0.419354838709677,0.617302052785924,-0.316970546984572,-0.442396313364055,0.612903225806452,-0.759013282732447,0.566666666666667,0.491039426523298,-0.733036707452725,-0.741935483870967,-0.387096774193548,-0.677419354838709,-0.32258064516129,0.421744324970131,-0.756451612903225,-0.444444444444444,0.404233870967742,-0.593189964157706,0.709677419354839,-0.658602150537634,0.48991935483871,-0.388709677419355,-0.571428571428571,-0.422287390029325,-0.797043010752688,0.560334528076464,-0.454193548387097,0.565982404692082,0.340725806451613,0.724957555178268,0.524492234169654,0.419354838709677,-0.509856630824372,0.352449223416965
"Leukocyte Cell Cell Adhesion",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Leukocyte Differentiation",-0.4,-0.487455197132616,0.617511520737327,-0.367511520737327,-0.290322580645161,-0.32258064516129,0.304301075268817,-0.677419354838709,-0.541935483870967,0.5,-0.338709677419355,0.809847198641766,0.470288624787776,-0.566308243727598,-0.451612903225806,-0.438709677419355,-0.483870967741935,0.274193548387097,0.580645161290323,-0.576344086021505,-0.55977229601518,-0.392706872370266,-0.419354838709677,-0.544179523141655,0.451612903225807,0.67741935483871,0.617302052785924,0.290322580645161,-0.769892473118279,-0.632538569424964,0.67741935483871,0.700268817204301,-0.765294771968854,-0.41025641025641,0.668520578420467,-0.387096774193548,-0.741935483870967,-0.602150537634408,-0.419354838709677,0.306451612903226,0.560931899641577,-0.490015360983103,0.580645161290323,0.467741935483871,0.772727272727273,-0.354838709677419,0.455197132616488,-0.727598566308243,-0.684475806451612,0.593189964157706,-0.306451612903226,0.649769585253456,0.515151515151515,0.838709677419355,-0.432432432432432,0.513824884792627,0.404233870967742,0.390029325513196,0.520967741935484,0.838709677419355
"Lipid Biosynthetic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Lipid Metabolic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Locomotion",0.645161290322581,-0.535764375876577,0.714036617262424,-0.423225806451613,-0.592741935483871,-0.677419354838709,-0.408918406072106,-0.695652173913043,-0.779233870967741,0.515151515151515,-0.473118279569892,0.539170506912442,0.551971326164875,0.421744324970131,0.649769585253456,-0.806451612903225,-0.483870967741935,0.689303904923599,-0.524193548387096,-0.63667232597623,0.417562724014337,-0.442396313364055,-0.666666666666666,-0.639999999999999,-0.625448028673835,0.614143920595533,0.491039426523298,-0.357320099255583,-0.444892473118279,0.424884792626728,0.687194525904203,0.508602150537634,-0.709677419354838,-0.697270471464019,0.838709677419355,0.451612903225807,-0.667931688804554,-0.713261648745519,-0.64516129032258,0.539784946236559,0.870967741935484,-0.593189964157706,-0.290322580645161,0.663394109396914,0.645161290322581,0.519524617996604,0.451612903225807,-0.438709677419355,-0.66080156402737,0.546236559139785,0.73715651135006,0.724957555178268,0.825,0.838709677419355,-0.700268817204301,-0.484983314794216,0.5,-0.459677419354838,-0.387096774193548,0.806451612903226
"Lymphocyte Activation",0.486274509803922,-0.608333333333333,0.512244897959184,0.352631578947368,-0.3,0.485714285714286,-0.284313725490196,-0.645833333333333,0.308333333333333,0.404761904761905,0.286206896551724,0.622222222222222,0.430769230769231,-0.433333333333333,-0.592592592592592,-0.371794871794872,0.606666666666667,-0.466666666666667,0.6,-0.646376811594203,-0.233333333333333,0.350877192982456,-0.433333333333333,-0.433333333333333,0.522222222222222,-0.380952380952381,0.558333333333333,0.3,-0.4,-0.478571428571428,0.7,0.33859649122807,-0.443478260869565,-0.380952380952381,0.425,-0.533333333333333,-0.602702702702703,-0.551282051282051,-0.433333333333333,0.527777777777778,0.536036036036036,-0.431884057971014,-0.451851851851852,0.419047619047619,0.666666666666667,-0.366666666666667,0.433333333333333,-0.787719298245614,-0.575675675675676,-0.421212121212121,-0.276190476190476,0.450574712643678,0.414634146341463,0.619047619047619,-0.372093023255814,0.494573643410853,0.317948717948718,0.35,0.272916666666667,0.620567375886525
"Lymphocyte Activation Involved In Immune Response",-0.516129032258065,-0.416666666666667,0.395,-0.670955882352941,-0.68125,-0.3125,-0.71875,-0.84375,-0.375,-0.670955882352941,-0.760416666666667,-0.5625,-0.5625,-0.6875,-0.625,0.46625,-0.625,-0.68125,0.6875,-0.71875,-0.6875,-0.580882352941176,-0.40625,-0.6375,-0.5625,0.65625,-0.40625,0.447916666666667,-0.5,-0.526785714285714,0.71875,0.875,-0.625,0.589673913043478,0.726973684210526,-0.375,-0.674342105263158,-0.4375,0.59375,-0.65625,0.336309523809524,0.484879032258065,0.59375,0.484879032258065,1,-0.625,0.465277777777778,-0.581730769230769,-0.506578947368421,0.639705882352941,-0.338815789473684,0.770833333333333,0.653846153846154,0.8125,0.572916666666667,0.875,0.726973684210526,0.493055555555556,0.741666666666667,0.90625
"Macromolecule Catabolic Process",0.428453267162945,-0.709677419354838,-0.556451612903226,0.663594470046083,-0.709677419354838,0.68,-0.316970546984572,-0.800248138957816,0.471198156682028,-0.728739002932551,0.650853889943074,0.535980148883375,0.666199158485274,0.653846153846154,0.447368421052632,0.774193548387097,0.539170506912442,-0.453510436432637,0.67741935483871,-0.269677419354839,0.52073732718894,0.751710654936461,0.729646697388633,-0.741935483870967,-0.297043010752688,-0.666666666666666,-0.451612903225806,-0.612903225806451,0.539784946236559,0.645161290322581,-0.32258064516129,-0.935483870967741,0.708333333333333,-0.422287390029325,-0.728110599078341,-0.741935483870967,0.512406947890819,0.354838709677419,-0.466893039049236,0.511921458625526,-0.580645161290322,0.817836812144213,-0.69106699751861,-0.756097560975609,0.741935483870968,-0.483870967741935,-0.615384615384615,0.452725250278087,0.67741935483871,-0.467741935483871,-0.431451612903226,-0.643758765778401,-0.718637992831541,0.306451612903226,0.354838709677419,0.471198156682028,0.666199158485274,0.612903225806452,-0.335685483870968,-0.354838709677419
"Membrane Protein Complex",-0.307692307692308,0.372655777374471,0.337774294670846,0.343103448275862,0.404761904761905,0.540983606557377,-0.482758620689655,0.268318965517241,0.58551724137931,0.228008444757213,-0.401557285873193,0.317887931034483,-0.465517241379311,-0.452813067150635,-0.563218390804598,0.28544061302682,0.664367816091954,-0.862068965517241,-0.440468445022772,0.352265043948614,-0.449207828518174,0.315649867374005,-0.478620689655173,0.313343328335832,0.678395496129486,-0.470588235294118,-0.241379310344828,0.517241379310345,0.753373313343328,-0.465517241379311,0.524137931034483,0.289318755256518,0.68,0.370689655172414,0.383141762452107,-0.41025641025641,-0.206896551724138,0.636096845194424,0.2146829810901,0.396551724137931,-0.586206896551724,0.409961685823755,-0.368534482758621,-0.440193965517242,0.395348837209302,0.371064467766117,0.69479090242113,-0.524137931034483,-0.353215284249767,-0.568965517241379,-0.517241379310345,0.308316430020284,-0.697110904007456,-0.468323977546111,0.598746081504702,0.296888141295206,0.250183418928833,-0.510971786833856,-0.386747802569304,-0.276565798733287
"Microtubule Binding",0.6875,0.6875,0.96875,-0.75,0.8125,-0.526785714285714,0.65,0.5625,0.90625,0.59375,-0.526785714285714,0.6875,0.447916666666667,0.53125,-0.40625,-0.545673076923077,0.944444444444444,0.875,-0.851102941176471,0.614583333333333,0.59375,-0.9375,-0.4375,0.651785714285714,0.446022727272727,0.875,-0.59375,0.65625,0.700892857142857,-0.90625,-0.5625,0.766826923076923,-0.75,0.772727272727273,0.78125,0.395,0.59375,-0.375,-0.638888888888889,-0.78125,0.607142857142857,-0.8125,-0.40625,0.597222222222222,-0.75,-0.75,-0.40625,0.78125,-0.59375,-0.46875,0.71875,0.465909090909091,-0.59375,-0.71875,-0.802083333333333,0.392857142857143,-0.84375,-0.84375,-0.71875,-0.28125
"Microtubule Cytoskeleton",-0.683467741935483,0.419354838709677,0.836484983314794,-0.709677419354838,0.258064516129032,-0.612903225806451,-0.32258064516129,0.548387096774194,0.741935483870968,0.762973352033661,0.412634408602151,0.548387096774194,0.645161290322581,0.696480938416422,0.599555061179088,-0.451612903225806,0.548387096774194,0.761786600496278,-0.598566308243727,0.387096774193548,-0.299539170506912,-0.709677419354838,0.548387096774194,0.555178268251273,-0.635483870967741,0.774193548387097,-0.672325976230899,0.561827956989247,0.774193548387097,-0.6848635235732,-0.419354838709677,0.588709677419355,-0.774193548387096,0.60752688172043,0.634792626728111,0.471198156682028,0.505376344086022,-0.606451612903225,-0.864764267990074,-0.806451612903225,0.5,0.5,0.556451612903226,-0.677419354838709,-0.350967741935484,-0.935483870967741,-0.632538569424964,0.774193548387097,-0.610752688172043,0.908918406072106,0.363557105492589,0.528862478777589,0.300509337860781,-0.677419354838709,-0.422287390029325,0.354838709677419,-0.421052631578947,0.283154121863799,0.309677419354839,0.353494623655914
