"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"Negative Regulation Of Transferase Activity",-0.8125,-0.454861111111111,0.59375,-0.5625,0.944444444444444,-0.65625,-0.604166666666667,-0.310661764705882,0.65625,0.619318181818182,0.65625,0.65625,-0.78125,-0.46875,0.444711538461538,0.639705882352941,0.53125,-0.310661764705882,0.494047619047619,0.6875,-0.727272727272727,0.625,-0.525297619047619,0.614583333333333,-0.71875,-0.40625,0.625,-0.8125,0.71875,-0.761904761904762,-0.8125,0.84375,-0.53125,-0.758223684210526,0.944444444444444,0.75,0.493055555555556,0.597222222222222,0.484879032258065,0.90625
"Nervous System Process",0.739130434782609,-0.367511520737327,-0.766451612903225,-0.685483870967742,-0.903225806451612,-0.798709677419354,-0.751710654936461,-0.612903225806451,-0.758832565284178,-0.563275434243176,-0.535679374389052,0.385304659498208,-0.736559139784946,-0.533154121863799,-0.723325062034739,-0.723325062034739,-0.654193548387096,-0.682027649769585,-0.470967741935484,0.419354838709677,0.453510436432638,0.805579773321709,0.451612903225807,0.832506203473945,0.67741935483871,0.400174367916303,0.467741935483871,0.806451612903226,0.626550868486353,0.666199158485274,0.838709677419355,0.621935483870968,0.653846153846154,0.838709677419355,0.634408602150538,0.607142857142857,0.592529711375212,0.603225806451613,0.561827956989247,0.653846153846154
"Neurogenesis",-0.68125,-0.55625,0.53125,-0.834821428571429,0.53125,-0.65625,-0.695652173913043,-0.368055555555556,-0.490808823529412,0.875,0.65625,0.65625,-0.6875,-0.645833333333333,0.729779411764706,0.6875,-0.870833333333333,-0.620923913043478,0.395,0.770833333333333,-0.592592592592593,0.625,-0.834821428571429,0.741666666666667,0.307565789473684,-0.71875,-0.338815789473684,0.653846153846154,0.40625,-0.5625,-0.456018518518519,0.90625,0.607142857142857,-0.485991379310345,0.944444444444444,0.78125,-0.798076923076923,0.643092105263158,-0.71875,-0.5625
"Neuron Projection",0.778225806451613,-0.692240627724498,0.592529711375212,0.438330170777989,-0.59274193548387,-0.387096774193548,-0.639999999999999,0.300248138957816,-0.64516129032258,0.728739002932551,0.587701612903226,0.649193548387097,0.354838709677419,0.467741935483871,0.580645161290323,0.612903225806452,-0.47394540942928,-0.436491935483871,-0.299539170506912,0.847248576850095,-0.52442396313364,-0.299539170506912,0.33026113671275,0.520967741935484,0.387096774193549,0.3841642228739,-0.774193548387096,0.447368421052632,0.290322580645161,0.708333333333333,-0.704545454545454,0.633158289572393,0.472222222222222,-0.385304659498208,0.539784946236559,0.739130434782609,-0.766451612903225,0.385984427141268,-0.727272727272727,-0.682027649769585
"Neuropeptide Receptor Binding",0.75,0.40625,0.307565789473684,-0.28125,-0.516129032258065,0.46875,0.549632352941177,0.857638888888889,0.307565789473684,0.515151515151515,0.389204545454545,-0.6375,-0.497159090909091,-0.875,-0.400735294117647,-0.645833333333333,-0.625,0.495535714285714,0.625,-0.375,-0.675,0.730654761904762,-0.683035714285714,0.53125,0.8125,0.484879032258065,-0.683035714285714,0.6875,0.607638888888889,0.5625,0.561342592592593,-0.310661764705882,-0.625,0.614583333333333,-0.40625,0.561342592592593,-0.479166666666667,-0.40625,-0.834821428571429,-0.454861111111111
"Nitrogen Compound Transport",-0.241379310344828,0.680335507921715,-0.454691259021652,0.43947175348496,0.456551724137931,-0.550611790878754,0.484605911330049,0.329591018444266,-0.54520037278658,-0.596762843068262,-0.866518353726362,-0.517241379310345,-0.434782608695652,-0.695740365111562,-0.441016333938294,-0.53448275862069,-0.417624521072797,0.46551724137931,0.384099616858237,-0.3502722323049,-0.344827586206897,0.390804597701149,-0.275862068965517,0.41507024265645,-0.424568965517242,0.448275862068965,-0.405610753945062,0.456551724137931,-0.587559161595673,-0.543937708565073,-0.344827586206897,-0.336808340016039,-0.543103448275862,-0.452107279693487,-0.61448275862069,-0.738697318007663,-0.431034482758621,-0.724137931034483,-0.586206896551724,-0.501436781609196
"Nuclear Body",0.513392857142857,-0.90625,0.766826923076923,-0.84375,-0.71875,-0.8125,-0.666666666666667,-0.645833333333333,0.365489130434783,0.875,0.8125,0.78125,-0.6875,-0.338815789473684,0.6875,0.729779411764706,-0.456018518518519,-0.90625,-0.71875,-0.625,0.65625,-0.683035714285714,-0.941176470588235,0.6875,0.336805555555556,-0.34375,-0.625,0.80952380952381,-0.625,-0.90625,0.875,0.489583333333333,0.8125,0.839583333333333,-0.638888888888889,0.85,-0.870833333333333,0.78125,0.40625,-0.59375
"Nuclear Outer Membrane Endoplasmic Reticulum Membrane Network",-0.625,0.639705882352941,-0.71875,-0.666666666666667,0.78125,0.6875,0.80952380952381,0.90625,-0.6875,-0.59375,-0.9375,-0.941176470588235,0.59375,-0.9375,0.84375,-0.34375,-0.84375,1,-0.59375,0.729166666666667,-0.40625,0.71875,-0.338815789473684,0.625,-0.496527777777778,0.75,-0.65625,-0.71875,0.658653846153846,-0.471467391304348,0.71875,0.53125,-0.870833333333333,-0.6875,0.59375,0.494047619047619,-0.34375,0.607142857142857,-0.71875,-0.71875
"Nuclear Speck",0.513392857142857,-0.90625,0.766826923076923,-0.84375,-0.71875,-0.8125,-0.666666666666667,-0.645833333333333,0.365489130434783,0.875,0.8125,0.78125,-0.6875,-0.338815789473684,0.6875,0.729779411764706,-0.456018518518519,-0.90625,-0.71875,-0.625,0.65625,-0.683035714285714,-0.941176470588235,0.6875,0.336805555555556,-0.34375,-0.625,0.80952380952381,-0.625,-0.90625,0.875,0.489583333333333,0.8125,0.839583333333333,-0.638888888888889,0.85,-0.870833333333333,0.78125,0.40625,-0.59375
"Nucleolus",-0.71875,0.819852941176471,-0.592592592592593,-0.71875,0.741666666666667,-0.56875,-0.3125,0.424768518518518,0.894736842105263,0.65625,-0.551724137931034,1,0.741666666666667,0.369485294117647,0.75,0.391447368421053,-0.53125,-0.375,-0.689903846153846,0.65625,-0.55,-0.5625,-0.3125,0.60875,-0.475961538461538,0.493055555555556,-0.761029411764706,-0.5625,-0.490808823529412,-0.645833333333333,-0.75,-0.40625,0.597222222222222,0.664402173913043,0.700892857142857,0.46875,-0.65625,-0.541666666666667,-0.4375,0.389204545454545
"Organelle Subcompartment",-0.395913154533844,0.72512315270936,-0.85603448275862,-0.518353726362625,0.477370689655172,-0.627075351213282,0.538877620013523,0.518593644354293,-0.606490872210953,-0.55008210180624,-0.864367816091954,-0.740117746005046,-0.476190476190476,-0.86551724137931,0.367586206896552,-0.628991060025543,-0.807662835249042,0.636945812807882,-0.33448275862069,0.504214559386973,-0.448275862068966,0.411637931034483,-0.34610472541507,0.551724137931034,-0.398119122257054,0.454022988505747,-0.459336369551074,-0.417711598746082,0.316947909024211,-0.418213969938108,-0.189655172413793,-0.41683569979716,-0.562334217506631,-0.388505747126437,-0.385834109972041,-0.446164672765658,-0.439509059029807,-0.492705570291777,-0.637408568443051,-0.473103448275862
"Organonitrogen Compound Biosynthetic Process",0.84375,-0.310661764705882,-0.4375,-0.629464285714286,-0.75,0.34375,-0.689903846153846,-0.396739130434783,0.78125,0.684027777777778,0.729166666666667,0.729779411764706,0.658653846153846,-0.6875,0.690340909090909,0.454741379310345,-0.40625,-0.84375,-0.84375,-0.96875,0.819852941176471,-0.75,0.447916666666667,0.739130434782609,0.395,-0.78125,-0.59375,0.71875,-0.9375,0.839583333333333,0.459558823529412,-0.727272727272727,0.875,1,-0.683035714285714,-0.3125,-0.638888888888889,0.46875,0.5625,-0.573863636363636
"Organonitrogen Compound Catabolic Process",-0.615384615384615,-0.64516129032258,0.645161290322581,-0.551782682512733,0.505376344086022,-0.646451612903225,0.341935483870968,-0.592030360531309,0.67741935483871,0.583126550868486,0.541935483870968,0.482127288578902,0.404233870967742,0.598566308243728,-0.424098671726755,0.817836812144213,0.704301075268817,-0.76099706744868,-0.741935483870967,-0.677419354838709,0.67741935483871,-0.820683111954459,0.414634146341463,-0.350967741935484,-0.741935483870967,0.580645161290323,0.419354838709678,-0.52016129032258,0.36989247311828,-0.704545454545454,-0.483870967741935,0.283154121863799,0.645161290322581,-0.761904761904761,-0.730715287517531,0.419354838709678,0.452725250278087,0.774193548387097,0.809847198641766,0.385984427141268
"Organophosphate Biosynthetic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Organophosphate Metabolic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Peptidyl Amino Acid Modification",-0.941176470588235,-0.875,0.53125,-0.71875,-0.90625,-0.84375,-0.96875,-0.8125,-0.53125,0.475328947368421,0.75,0.78125,-0.6875,-0.645833333333333,-0.675,0.59375,-0.674342105263158,-0.8125,-0.78125,-0.625,0.6875,0.65625,0.607638888888889,0.8125,0.40625,-0.40625,-0.526785714285714,0.62962962962963,0.729779411764706,-0.941176470588235,0.741666666666667,0.875,0.772727272727273,0.684027777777778,-0.5,0.75,0.875,0.90625,0.730654761904762,0.78125
"Phosphatidylinositol 3 Kinase Complex",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Phosphatidylinositol 3 Kinase Regulator Activity",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Phosphatidylinositol Biosynthetic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Phosphatidylinositol Metabolic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Phosphatidylinositol Phosphate Biosynthetic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Phospholipid Biosynthetic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Phospholipid Metabolic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Phosphorylation",-0.434129089301503,-0.447434819175778,0.586206896551724,0.425,0.634256642170718,-0.36417157275021,-0.427055702917772,-0.305533279871692,-0.344827586206897,0.462068965517241,0.373922413793103,-0.425963488843814,0.315649867374005,-0.310344827586207,-0.305298570227082,0.621551724137931,0.362469927826784,-0.478817733990148,-0.36937463471654,0.596551724137931,0.308355437665782,-0.379310344827586,0.404761904761905,-0.406355645706559,-0.405956112852665,0.320794148380355,0.283176593521421,0.395348837209302,0.26497277676951,-0.492296404988995,-0.355276907001045,0.626774847870183,0.395348837209302,-0.675194660734149,-0.517991004497751,0.640874684608915,-0.451812555260831,0.394984326018809,0.355761143818335,0.363218390804598
"Plasma Membrane Protein Complex",0.708333333333333,0.65625,-0.625,0.75,-0.533333333333333,0.513392857142857,0.772727272727273,0.819852941176471,-0.71875,-1,-0.8125,-0.870833333333333,-0.42625,-0.9375,0.336309523809524,-0.8125,-0.625,0.76875,0.51875,0.53125,0.59375,0.71875,0.6875,0.53125,0.658653846153846,0.78125,-0.34375,0.75,0.51875,0.473214285714286,0.71875,0.5625,-0.761029411764706,0.447916666666667,-0.28125,-0.78125,0.65625,-0.629464285714286,-0.760416666666667,-0.55625
"Positive Regulation Of Cell Differentiation",-0.941176470588235,-0.875,0.53125,-0.71875,-0.90625,-0.84375,-0.96875,-0.8125,-0.53125,0.475328947368421,0.75,0.78125,-0.6875,-0.645833333333333,-0.675,0.59375,-0.674342105263158,-0.8125,-0.78125,-0.625,0.6875,0.65625,0.607638888888889,0.8125,0.40625,-0.40625,-0.526785714285714,0.62962962962963,0.729779411764706,-0.941176470588235,0.741666666666667,0.875,0.772727272727273,0.684027777777778,-0.5,0.75,0.875,0.90625,0.730654761904762,0.78125
"Positive Regulation Of Cell Population Proliferation",0.75,0.598214285714286,-0.520833333333333,-0.6875,0.770833333333333,-0.71875,0.84375,0.810855263157895,0.447916666666667,0.80952380952381,0.44375,-0.490808823529412,0.3125,-0.577083333333333,-0.3125,-0.689903846153846,-0.75,0.8125,0.726973684210526,0.40625,-0.875,0.772727272727273,-0.851102941176471,0.5625,0.65625,-0.8125,-0.78125,0.59375,-0.544642857142857,0.60875,-0.760416666666667,-0.78125,-0.71875,-0.46875,0.726973684210526,0.9375,-0.645833333333333,0.53125,-0.90625,-0.367559523809524
"Positive Regulation Of Cellular Biosynthetic Process",0.580842911877395,0.315649867374005,0.587586206896552,-0.620689655172414,-0.293103448275862,0.480603448275862,-0.402586206896552,0.473180076628352,0.691992986557569,0.689655172413793,-0.333333333333334,0.472222222222222,0.468298109010011,0.476709013914096,0.30191570881226,-0.272497897392767,-0.45141065830721,-0.5311986863711,-0.369252873563219,-0.534948741845294,-0.554446460980036,-0.380952380952381,-0.483374384236453,0.386363636363636,-0.442970822281167,-0.585076314301865,-0.34051724137931,0.558398220244716,-0.482758620689655,0.25615763546798,0.395348837209302,-0.565638233514822,0.402054292002935,0.404761904761905,-0.344827586206897,0.654406130268199,-0.520056298381422,-0.449743213499633,-0.264678471575023,-0.38021778584392
"Positive Regulation Of Cellular Component Organization",0.607638888888889,-0.71875,0.690340909090909,-0.8125,-0.46875,-0.581730769230769,-0.571428571428571,0.584134615384615,-0.367559523809524,0.875,0.8125,0.6875,0.392857142857143,-0.84375,0.59375,0.5625,-0.75,-0.56875,-0.625,-0.625,-0.396739130434783,-0.34375,-0.90625,0.741666666666667,0.78125,-0.75,-0.84375,0.739130434782609,-0.5,-0.68125,0.416666666666667,0.514945652173913,0.739130434782609,0.78125,0.46875,1,-0.721590909090909,0.684027777777778,-0.628472222222222,-0.689903846153846
"Positive Regulation Of Developmental Process",-0.941176470588235,-0.875,0.53125,-0.71875,-0.90625,-0.84375,-0.96875,-0.8125,-0.53125,0.475328947368421,0.75,0.78125,-0.6875,-0.645833333333333,-0.675,0.59375,-0.674342105263158,-0.8125,-0.78125,-0.625,0.6875,0.65625,0.607638888888889,0.8125,0.40625,-0.40625,-0.526785714285714,0.62962962962963,0.729779411764706,-0.941176470588235,0.741666666666667,0.875,0.772727272727273,0.684027777777778,-0.5,0.75,0.875,0.90625,0.730654761904762,0.78125
"Positive Regulation Of Gene Expression",0.96875,0.75,-0.84375,-0.625,-0.71875,-0.6875,0.53125,0.598214285714286,0.392857142857143,-0.40625,0.391447368421053,-0.629464285714286,-0.496527777777778,-0.473557692307692,0.336805555555556,-0.875,-0.758223684210526,0.389204545454545,0.5375,-0.56875,-0.689903846153846,0.708333333333333,-0.46875,0.75,0.6875,-0.8125,-0.59375,0.59375,-0.6875,0.909926470588235,-0.5625,-0.78125,0.540178571428571,0.894736842105263,0.6875,0.572916666666667,-0.59375,-0.5,-0.732142857142857,0.75
"Positive Regulation Of Immune Response",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Positive Regulation Of Immune System Process",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Positive Regulation Of Locomotion",0.90625,0.729166666666667,0.548387096774194,-0.65625,0.59375,-0.42625,-0.59375,0.85,0.6875,0.495535714285714,-0.65625,-0.78125,-0.59375,0.684027777777778,-0.6875,-0.39375,-0.96875,0.766826923076923,0.96875,0.690340909090909,-0.875,0.90625,-0.8125,-0.422697368421053,-0.4375,-0.8125,-0.3125,0.59375,-0.6875,0.76875,-0.5625,-0.78125,-0.8125,-0.599431818181818,0.71875,0.6875,-0.888888888888889,-0.870833333333333,-0.75,0.65625
"Positive Regulation Of Molecular Function",-0.5625,-0.670955882352941,-0.834821428571429,-0.9375,-0.59375,-0.368055555555556,-0.8,0.440217391304348,-0.84375,0.64375,-0.520833333333333,-0.64,-0.65625,-0.84375,0.810855263157895,0.59375,-0.96875,0.53125,-0.65625,0.598214285714286,0.545833333333333,0.6875,-0.721590909090909,0.78125,0.369485294117647,-0.28125,-0.65625,0.708333333333333,0.598214285714286,0.690340909090909,0.875,0.839583333333333,0.944444444444444,0.60625,0.46875,0.90625,-0.544642857142857,0.9375,-0.375,-0.4375
"Positive Regulation Of Multicellular Organismal Process",0.52692075015124,-0.420208500400962,-0.398366606170599,-0.509852216748769,-0.62,-0.759504862953139,-0.603815113719736,0.36551724137931,-0.314655172413793,0.379926108374384,0.383620689655172,-0.362068965517241,-0.509852216748769,-0.719211822660098,-0.543103448275862,-0.527586206896552,-0.624608150470219,-0.273103448275862,0.250183418928833,0.344827586206897,-0.396952686447474,0.673469387755102,-0.43426724137931,0.670385395537525,0.507836990595611,-0.366463826910075,-0.560545308740979,0.400766283524904,0.411637931034483,0.509376890502117,0.570970328789094,0.425287356321839,0.395348837209302,0.543103448275862,0.466748768472906,0.677638453500522,0.385579937304075,0.667980295566503,-0.428466617754952,0.428683385579937
"Positive Regulation Of Nucleobase Containing Compound Metabolic Process",0.457471264367816,0.417204301075269,0.783333333333333,-0.6,0.417204301075269,0.614814814814815,-0.43859649122807,0.540983606557377,0.673333333333333,0.7,-0.432432432432432,0.515151515151515,0.525287356321839,0.604166666666667,-0.333333333333333,0.6,-0.622222222222222,-0.422916666666667,-0.421052631578947,-0.381818181818182,-0.594444444444444,-0.457142857142857,-0.535294117647059,-0.625925925925926,-0.756410256410256,-0.444444444444444,-0.36140350877193,0.508333333333333,-0.466666666666667,0.277777777777778,0.459459459459459,-0.465040650406504,-0.345161290322581,-0.373333333333333,-0.333333333333333,0.782456140350877,-0.467479674796748,-0.465217391304348,-0.304761904761905,-0.533333333333333
"Positive Regulation Of Protein Metabolic Process",-0.484848484848484,-0.620967741935484,-0.473118279569892,-0.64516129032258,-0.901001112347052,-0.709677419354838,-0.90524193548387,-0.439784946236559,-0.278709677419355,0.360448807854137,0.774193548387097,0.63782991202346,-0.544086021505376,-0.71121351766513,-0.350967741935484,-0.602150537634408,-0.544179523141655,-0.838709677419354,-0.806451612903225,-0.64516129032258,0.572156196943973,-0.354838709677419,0.354838709677419,0.838709677419355,0.599555061179088,-0.593787335722819,-0.431451612903226,0.5,0.726755218216319,-0.888888888888888,0.490015360983103,0.490015360983103,0.868421052631579,0.821198156682028,0.483870967741936,0.53125,0.560483870967742,0.867511520737327,0.663394109396914,0.658602150537634
"Positive Regulation Of Rna Metabolic Process",0.457471264367816,0.417204301075269,0.783333333333333,-0.6,0.417204301075269,0.614814814814815,-0.43859649122807,0.540983606557377,0.673333333333333,0.7,-0.432432432432432,0.515151515151515,0.525287356321839,0.604166666666667,-0.333333333333333,0.6,-0.622222222222222,-0.422916666666667,-0.421052631578947,-0.381818181818182,-0.594444444444444,-0.457142857142857,-0.535294117647059,-0.625925925925926,-0.756410256410256,-0.444444444444444,-0.36140350877193,0.508333333333333,-0.466666666666667,0.277777777777778,0.459459459459459,-0.465040650406504,-0.345161290322581,-0.373333333333333,-0.333333333333333,0.782456140350877,-0.467479674796748,-0.465217391304348,-0.304761904761905,-0.533333333333333
"Positive Regulation Of Signaling",0.724957555178268,-0.367511520737327,-0.899769585253456,-0.78842504743833,-0.523297491039426,-0.580645161290322,-0.799999999999999,0.370967741935484,-0.677419354838709,0.470288624787776,-0.461693548387097,-0.620967741935484,-0.677419354838709,-0.695852534562212,0.560334528076464,-0.362519201228878,-0.999999999999999,0.530058651026393,0.419354838709677,0.681451612903226,-0.261786600496278,0.77332170880558,-0.575682382133995,0.774193548387097,0.373071528751753,-0.408602150537634,-0.677419354838709,0.62962962962963,0.356451612903226,0.769414575866189,0.832506203473945,0.511921458625526,0.566666666666667,0.539589442815249,0.724957555178268,0.935483870967742,-0.516129032258064,0.904233870967742,-0.492286115007012,0.451612903225807
"Positive Regulation Of Transport",0.75,-0.625,0.8125,-0.68125,0.819852941176471,0.810855263157895,0.415178571428571,0.730654761904762,0.59375,0.62962962962963,-0.524305555555556,0.375,0.78125,-0.760416666666667,0.375,0.894736842105263,0.664402173913043,0.447916666666667,0.625,-0.40625,-0.506578947368421,0.5,-0.90625,-0.496527777777778,-0.84375,-0.650568181818182,-0.56875,0.6875,-0.90625,-0.599431818181818,-0.490808823529412,0.307565789473684,-0.59375,-0.732142857142857,-0.8,0.60875,-0.75,-0.40625,-0.772916666666667,-0.760416666666667
"Post Golgi Vesicle Mediated Transport",-0.326375711574952,0.85663082437276,-0.903225806451612,0.438030560271647,-0.476702508960573,-0.832258064516128,0.36989247311828,-0.350631136044881,-0.76036866359447,-0.602150537634408,-0.778225806451612,-0.672043010752688,-0.638297872340425,-0.612903225806451,-0.827489481065918,-0.874363327674023,-0.677419354838709,-0.410636442894507,-0.407258064516129,0.410557184750733,-0.675268817204301,-0.476702508960573,-0.64516129032258,0.778225806451613,-0.489400921658986,-0.416873449131513,-0.586646661665416,-0.465562336530078,-0.485768500948766,-0.407258064516129,-0.709677419354838,-0.451612903225806,-0.440860215053763,-0.453310696095076,-0.532258064516129,-0.76036866359447,-0.573781743308167,-0.865591397849462,-0.524193548387096,-0.414611005692599
"Presynapse",0.60752688172043,-0.388248847926267,0.86989247311828,0.501075268817204,-0.619915848527349,0.483870967741935,-0.699308755760368,-0.387096774193548,-0.485768500948766,0.360448807854137,-0.436491935483871,0.387096774193548,0.354838709677419,-0.394686907020873,0.470288624787776,0.653846153846154,0.467741935483871,-0.451612903225806,0.442815249266862,0.708333333333333,0.352534562211982,-0.28476084538376,0.652605459057072,0.412634408602151,-0.297043010752688,0.44044665012407,-0.371565113500597,0.692699490662139,-0.64516129032258,-0.580645161290322,-0.457142857142857,0.838709677419355,0.5,-0.553225806451613,-0.799999999999999,0.566666666666667,-0.683111954459203,0.327468230694037,-0.695652173913043,-0.580645161290322
"Programmed Cell Death",0.875,-0.447916666666667,-0.870833333333333,-0.6875,-0.802083333333333,-0.84375,-1,-0.581730769230769,-0.6875,0.59375,0.336805555555556,-0.39375,-0.6875,-0.526785714285714,-0.477272727272727,-0.629464285714286,-0.96875,-0.524305555555556,0.493055555555556,0.550480769230769,-0.34375,0.739130434782609,0.53125,0.75,0.6875,-0.75,-0.78125,0.85,-0.625,0.909926470588235,0.803571428571429,0.542613636363636,0.586206896551724,0.78125,0.875,0.9375,-0.5,0.839583333333333,-0.580882352941176,0.614583333333333
"Proteasomal Protein Catabolic Process",-0.615384615384615,-0.64516129032258,0.645161290322581,-0.551782682512733,0.505376344086022,-0.646451612903225,0.341935483870968,-0.592030360531309,0.67741935483871,0.583126550868486,0.541935483870968,0.482127288578902,0.404233870967742,0.598566308243728,-0.424098671726755,0.817836812144213,0.704301075268817,-0.76099706744868,-0.741935483870967,-0.677419354838709,0.67741935483871,-0.820683111954459,0.414634146341463,-0.350967741935484,-0.741935483870967,0.580645161290323,0.419354838709678,-0.52016129032258,0.36989247311828,-0.704545454545454,-0.483870967741935,0.283154121863799,0.645161290322581,-0.761904761904761,-0.730715287517531,0.419354838709678,0.452725250278087,0.774193548387097,0.809847198641766,0.385984427141268
"Proteasome Mediated Ubiquitin Dependent Protein Catabolic Process",-0.727272727272727,-0.84375,0.625,-0.71875,-0.5625,-0.8125,-0.573863636363636,-0.599431818181818,0.65625,0.664402173913043,0.75,0.8125,-0.78125,0.568181818181818,0.395,0.684027777777778,0.65625,-0.8125,-0.71875,-0.6875,0.65625,-0.71875,-0.666666666666667,0.59375,-0.71875,0.625,-0.40625,-0.65625,0.684027777777778,-1,0.53125,0.389204545454545,0.65625,-0.5625,-0.638888888888889,0.446022727272727,0.454741379310345,0.78125,0.810855263157895,0.60625
