"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"Chromatin",0.775,-0.302564102564102,0.435897435897436,-0.36231884057971,-0.39047619047619,-0.64468085106383,-0.633333333333333,0.404761904761905,-0.55,0.282051282051282,-0.7,-0.833333333333333,-0.561904761904762,0.485714285714286,-0.744444444444444,-0.412121212121212,-0.933333333333333,0.464912280701754,0.729378531073446,-0.405426356589147,-0.672727272727273,0.614285714285714,-0.609523809523809,-0.403252032520325,-0.741666666666667,-0.833333333333333,-0.341025641025641,-0.433333333333333,-0.733333333333333,0.582051282051282,-0.417948717948718,-0.585365853658537,-0.866666666666667,-0.768817204301075,0.495238095238095,0.45,-0.673333333333333,-0.808771929824561,-0.8,-0.366666666666667
"Chromosome",0.775,-0.302564102564102,0.435897435897436,-0.36231884057971,-0.39047619047619,-0.64468085106383,-0.633333333333333,0.404761904761905,-0.55,0.282051282051282,-0.7,-0.833333333333333,-0.561904761904762,0.485714285714286,-0.744444444444444,-0.412121212121212,-0.933333333333333,0.464912280701754,0.729378531073446,-0.405426356589147,-0.672727272727273,0.614285714285714,-0.609523809523809,-0.403252032520325,-0.741666666666667,-0.833333333333333,-0.341025641025641,-0.433333333333333,-0.733333333333333,0.582051282051282,-0.417948717948718,-0.585365853658537,-0.866666666666667,-0.768817204301075,0.495238095238095,0.45,-0.673333333333333,-0.808771929824561,-0.8,-0.366666666666667
"Cis Regulatory Region Sequence Specific Dna Binding",0.903225806451613,0.797043010752688,0.472222222222222,0.410138248847926,-0.571847507331378,-0.32258064516129,-0.612903225806451,0.62962962962963,-0.396313364055299,-0.484983314794216,-0.568238213399503,-0.40752688172043,-0.700268817204301,0.539589442815249,-0.612903225806451,-0.613824884792626,-0.649560117302052,0.659677419354839,1,0.654121863799283,-0.903225806451612,0.812316715542522,-0.402150537634408,-0.417657045840407,0.27741935483871,-0.758832565284178,0.401985111662531,-0.502546689303905,0.560334528076464,0.663394109396914,-0.580645161290322,-0.73252688172043,-0.556451612903226,-0.451612903225806,0.741935483870968,0.47741935483871,-0.551724137931034,-0.798709677419354,-0.397107897664071,0.67741935483871
"Cytokine Production",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Cytoskeletal Protein Binding",0.355172413793103,0.942857142857143,-0.9,0.547619047619048,0.35,-0.8,0.585507246376812,-0.274712643678161,-0.566666666666667,-0.524242424242424,-0.6,-0.602564102564102,-0.576923076923077,-0.875438596491228,-0.576344086021505,-0.813333333333333,-0.775,0.530769230769231,-0.366666666666667,0.473983739837398,-0.725,-0.477777777777778,-0.666666666666667,0.868817204301075,0.545578231292517,-0.625641025641026,-0.660606060606061,-0.384496124031008,-0.554263565891473,-0.3,-0.526086956521739,-0.375438596491228,-0.508602150537634,0.34047619047619,-0.452688172043011,-0.838095238095238,-0.545578231292517,-0.712121212121212,-0.666666666666667,-0.335658914728682
"Cytoskeleton Organization",-0.6875,-0.53125,-0.90625,-0.53125,-0.53125,-1.03125,-0.78125,-0.75,-0.90625,-0.9375,-0.59375,-0.84375,-1,-0.53125,-0.875,-1.03125,-0.65625,-0.53125,-0.53125,-0.53125,-0.75,-0.53125,-0.65625,-0.5625,-0.53125,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.6875,-0.53125,-0.78125,-0.53125,-0.53125,-0.90625,-0.53125,-0.65625,-0.53125,-0.53125
"Cytosolic Transport",-0.6875,-0.53125,-0.90625,-0.53125,-0.53125,-1.03125,-0.78125,-0.75,-0.90625,-0.9375,-0.59375,-0.84375,-1,-0.53125,-0.875,-1.03125,-0.65625,-0.53125,-0.53125,-0.53125,-0.75,-0.53125,-0.65625,-0.5625,-0.53125,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.6875,-0.53125,-0.78125,-0.53125,-0.53125,-0.90625,-0.53125,-0.65625,-0.53125,-0.53125
"Defense Response",-0.495744680851064,-0.343137254901961,-0.395238095238095,-0.596551724137931,0.378787878787879,-0.495238095238095,-0.433333333333333,-0.639583333333333,0.366666666666667,-0.551282051282051,-0.3,-0.471929824561403,-0.391666666666667,0.6,-0.678787878787879,0.451515151515152,0.458503401360544,-0.457894736842105,-0.316666666666667,-0.296296296296296,0.417948717948718,0.459459459459459,0.447368421052632,0.233333333333333,-0.395238095238095,0.53125,0.459459459459459,-0.466666666666667,0.5,0.544444444444445,-0.5,-0.392307692307692,-0.438095238095238,-0.470588235294117,0.592424242424242,0.327927927927928,0.653333333333333,0.735416666666667,0.647619047619048,0.469230769230769
"Developmental Growth",0.944444444444444,-0.628472222222222,-0.68125,-0.497159090909091,-1,-0.721590909090909,-0.761904761904762,-0.645833333333333,-0.8125,-0.571428571428571,-0.3125,-0.546195652173913,-0.6875,-0.84375,-0.581730769230769,-0.581730769230769,-0.761029411764706,-0.758223684210526,-0.475,0.40625,0.598214285714286,0.696022727272727,0.53125,0.803571428571429,0.8125,0.664402173913043,-0.4375,0.78125,0.446022727272727,0.875,0.90625,0.75,0.85,0.8125,-0.59375,0.607142857142857,0.53125,0.729779411764706,0.53125,0.465277777777778
"Dna Binding Transcription Factor Activity",0.771551724137931,0.432849364791289,0.386363636363636,-0.23448275862069,-0.536945812807882,-0.556929082628497,-0.655172413793103,0.346938775510204,-0.682539682539682,-0.51219512195122,-0.661083743842364,-0.598419540229885,-0.667816091954023,0.427286356821589,-0.715333822450476,-0.626281453867661,-0.778860569715142,0.436339522546419,0.815789473684211,0.384137931034483,-0.761542957334892,0.563218390804598,-0.447660098522168,-0.3986543313709,-0.598911070780399,-0.779967159277504,0.324137931034483,-0.51559934318555,-0.352044907778669,0.517241379310345,-0.47976011994003,-0.571428571428572,-0.732439335887612,-0.68052738336714,0.562542258282623,0.35632183908046,-0.559072922555116,-0.758620689655172,-0.580337490829054,0.499717354437535
"Endocytosis",0.75,0.40625,0.75,0.653846153846154,0.96875,0.598214285714286,0.875,0.8125,0.690340909090909,0.68,0.64375,-0.683035714285714,0.75,-0.422697368421053,0.40625,-0.46875,0.423611111111111,0.614583333333333,0.625,0.559210526315789,-0.6875,-0.65625,-0.802083333333333,-0.8125,0.59375,-0.485991379310345,-0.851102941176471,0.65625,0.53125,-0.8125,-0.760416666666667,-0.53125,-0.71875,-0.772916666666667,-0.670955882352941,0.730654761904762,-0.84375,-0.758223684210526,-0.6875,-0.6875
"Endoplasmic Reticulum",-0.64516129032258,0.390967741935484,-0.649193548387096,-0.794871794871794,0.567296996662959,0.709677419354839,0.772727272727273,0.56989247311828,-0.483870967741935,-0.670967741935483,-0.635483870967742,-0.727272727272727,0.300248138957816,-0.779233870967741,0.709677419354839,-0.32258064516129,-0.443360840210052,0.673469387755102,-0.612903225806451,0.356451612903226,0.387096774193548,0.664222873900293,-0.538709677419355,0.32258064516129,0.290322580645161,0.774193548387097,0.62962962962963,-0.580645161290322,0.761786600496278,-0.468443197755961,0.535764375876578,-0.759013282732447,-0.672325976230899,0.360448807854137,0.621935483870968,-0.391840607210626,0.37741935483871,0.5169779286927,0.354838709677419,-0.494134897360704
"Enzyme Linked Receptor Protein Signaling Pathway",-0.4,-0.796551724137931,0.587221095334685,-0.655172413793103,-0.326436781609195,-0.391688770999116,-0.706896551724138,0.492537313432836,0.303307529908515,0.626545217957059,0.527851458885942,0.403940886699507,-0.344827586206897,0.436551724137931,-0.530698065601346,0.620689655172414,-0.474137931034483,-0.598419540229885,-0.435960591133005,-0.620689655172414,-0.386747802569304,-0.355555555555556,-0.512687052700065,0.35407905803196,-0.261083743842365,-0.592094196804037,-0.337790288529205,0.44683908045977,0.435013262599469,-0.388341543513957,0.563218390804598,0.468626342566422,0.410919540229885,0.28544061302682,-0.344827586206897,0.774193548387097,-0.327586206896552,0.635952515545506,0.390370852309694,0.28544061302682
"Enzyme Regulator Activity",0.346938775510204,-0.344827586206897,-0.372050816696915,-0.457142857142857,0.484012539184953,-0.310344827586207,-0.256615878107458,0.276769509981851,-0.344827586206897,-0.363636363636364,-0.421812349639134,-0.667876588021779,-0.420554428668019,-0.69051724137931,0.422837761447145,0.476551724137931,-0.432432432432433,0.435897435897436,-0.228906823184153,0.477586206896552,-0.372093023255814,0.497072218607677,0.314814814814815,0.317444219066937,-0.529454022988506,0.419540229885057,0.526140155728587,-0.461323392357875,0.527851458885942,0.471654003506721,0.457813646368305,0.493368700265252,-0.413793103448276,-0.607843137254902,0.404761904761905,0.456295108259824,0.325771324863884,0.584707646176911,0.386569872958258,0.326018808777429
"Epithelium Development",0.90625,0.729166666666667,0.548387096774194,-0.65625,0.59375,-0.42625,-0.59375,0.85,0.6875,0.495535714285714,-0.65625,-0.78125,-0.59375,0.684027777777778,-0.6875,-0.39375,-0.96875,0.766826923076923,0.96875,0.690340909090909,-0.875,0.90625,-0.8125,-0.422697368421053,-0.4375,-0.8125,-0.3125,0.59375,-0.6875,0.76875,-0.5625,-0.78125,-0.8125,-0.599431818181818,0.71875,0.6875,-0.888888888888889,-0.870833333333333,-0.75,0.65625
"Establishment Of Protein Localization",0.32962962962963,0.633333333333333,-0.5,0.415384615384615,-0.433333333333333,-0.604761904761905,-0.441025641025641,-0.283333333333333,-0.674193548387097,-0.601360544217687,-0.868817204301075,-0.547619047619048,-0.526315789473684,-0.533333333333333,-0.681481481481481,-0.615151515151515,0.423809523809524,-0.366666666666667,0.435294117647059,-0.357657657657658,-0.36969696969697,0.43859649122807,-0.566666666666667,0.508695652173913,-0.453623188405797,0.35,-0.461635220125786,0.46,-0.621768707482993,-0.366666666666667,-0.46,0.360975609756098,-0.382051282051282,-0.545161290322581,-0.723809523809524,-0.725225225225225,-0.488888888888889,-0.7,-0.433333333333333,-0.404761904761905
"Exocytic Vesicle",-0.5,-0.497159090909091,0.803571428571429,0.520474137931034,-0.683035714285714,-0.479166666666667,-0.842105263157895,-0.526785714285714,-0.629464285714286,0.766826923076923,0.369485294117647,0.59375,-0.40625,-0.4375,0.64375,0.59375,-0.8125,-0.545673076923077,-0.396739130434783,0.85,0.336309523809524,-0.541666666666667,0.729166666666667,0.639705882352941,0.59375,0.475328947368421,-0.75,0.68,-0.625,-0.5625,-0.551724137931034,0.9375,0.53125,-0.4375,-0.5625,0.80952380952381,-0.68125,0.424768518518518,-0.761904761904762,-0.59375
"Extrinsic Component Of Membrane",0.459459459459459,-0.39516129032258,-0.258064516129032,0.32258064516129,-0.551724137931034,-0.57685009487666,-0.372983870967742,-0.612903225806451,-0.32258064516129,-0.626550868486352,-0.376344086021505,-0.625448028673835,-0.35752688172043,-0.592741935483871,-0.838709677419354,0.501075268817204,0.495161290322581,-0.580645161290322,-0.50752688172043,-0.387096774193548,0.612903225806452,0.424884792626728,0.709677419354839,-0.392706872370266,-0.436491935483871,0.695014662756598,0.645161290322581,-0.282642089093702,0.38899430740038,0.539589442815249,0.729646697388633,0.541935483870968,0.419354838709678,-0.533333333333333,-0.696480938416422,-0.362519201228879,0.685483870967742,0.616935483870968,0.908918406072106,0.409677419354839
"G Protein Coupled Receptor Binding",0.774193548387097,0.430875576036866,0.408602150537634,0.51705069124424,0.627316403568977,0.539784946236559,0.714717741935484,0.735023041474655,0.274193548387097,0.414634146341463,0.318709677419355,-0.796313364055299,-0.494134897360704,-0.635673624288425,-0.32258064516129,-0.52016129032258,0.33026113671275,0.399193548387097,0.645161290322581,0.412634408602151,-0.527419354838709,0.607741935483871,-0.592741935483871,-0.759013282732447,0.612903225806452,0.602150537634409,-0.619915848527349,0.67741935483871,0.548387096774194,-0.389784946236559,0.539170506912442,-0.290322580645161,-0.64516129032258,-0.423225806451613,-0.575268817204301,0.467741935483871,-0.646401985111662,-0.649560117302052,-0.624787775891341,-0.373071528751753
"G Protein Coupled Receptor Signaling Pathway",0.8,-0.483908045977011,0.385416666666667,0.441666666666667,0.586666666666667,0.433333333333333,0.57719298245614,0.783333333333333,0.233333333333333,0.34,0.541666666666667,-0.583687943262411,-0.333333333333333,-0.386666666666666,-0.333333333333333,-0.233333333333333,0.47741935483871,0.333333333333333,0.666666666666667,0.610526315789474,-0.664705882352941,0.542857142857143,-0.527272727272727,-0.633333333333333,0.4,0.558333333333333,-0.55,-0.293939393939394,0.583333333333333,0.570440251572327,-0.471317829457364,-0.466666666666667,-0.666666666666667,-0.403030303030303,-0.304761904761905,0.437254901960784,-0.744715447154471,-0.591666666666667,-0.566666666666667,-0.550877192982456
"Gland Development",0.75,-0.5625,0.8125,-0.65625,0.6875,0.64375,0.64375,1,0.8125,0.8125,0.59375,-0.34375,0.65,0.46625,0.34375,0.568181818181818,-0.71875,0.690340909090909,0.76875,-0.5625,-0.90625,0.597222222222222,-0.96875,-0.689903846153846,-0.8125,-0.875,-0.650568181818182,0.625,-0.5,-0.473557692307692,-0.689903846153846,-0.8125,-0.71875,-0.599431818181818,0.625,0.696022727272727,-0.84375,-0.715277777777778,-0.75,-0.53125
"Glycerolipid Biosynthetic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Glycerolipid Metabolic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Glycerophospholipid Biosynthetic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Glycerophospholipid Metabolic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Golgi Apparatus",0.474137931034483,0.75,-0.750210260723297,0.410919540229885,-0.206896551724138,-0.663473818646232,0.457350272232305,-0.392767031118587,-0.376551724137931,-0.379310344827586,-0.563218390804598,-0.327586206896552,-0.476190476190476,-0.701149425287356,-0.549568965517242,-0.607957559681698,-0.724137931034483,-0.389759665621735,-0.571428571428572,-0.438244514106583,-0.348364279398762,-0.422180801491146,-0.255172413793104,0.714818266542405,0.422837761447145,-0.557809330628803,-0.597701149425287,0.49094097019287,-0.651542649727768,0.426497277676951,-0.248478701825558,0.394200626959248,-0.293504410585405,0.33128078817734,-0.608695652173913,-0.706544686840253,-0.531034482758621,-0.590744101633394,-0.477313974591652,-0.439201451905626
"Golgi Apparatus Subcompartment",-0.326375711574952,0.85663082437276,-0.903225806451612,0.438030560271647,-0.476702508960573,-0.832258064516128,0.36989247311828,-0.350631136044881,-0.76036866359447,-0.602150537634408,-0.778225806451612,-0.672043010752688,-0.638297872340425,-0.612903225806451,-0.827489481065918,-0.874363327674023,-0.677419354838709,-0.410636442894507,-0.407258064516129,0.410557184750733,-0.675268817204301,-0.476702508960573,-0.64516129032258,0.778225806451613,-0.489400921658986,-0.416873449131513,-0.586646661665416,-0.465562336530078,-0.485768500948766,-0.407258064516129,-0.709677419354838,-0.451612903225806,-0.440860215053763,-0.453310696095076,-0.532258064516129,-0.76036866359447,-0.573781743308167,-0.865591397849462,-0.524193548387096,-0.414611005692599
"Golgi Membrane",-0.326375711574952,0.85663082437276,-0.903225806451612,0.438030560271647,-0.476702508960573,-0.832258064516128,0.36989247311828,-0.350631136044881,-0.76036866359447,-0.602150537634408,-0.778225806451612,-0.672043010752688,-0.638297872340425,-0.612903225806451,-0.827489481065918,-0.874363327674023,-0.677419354838709,-0.410636442894507,-0.407258064516129,0.410557184750733,-0.675268817204301,-0.476702508960573,-0.64516129032258,0.778225806451613,-0.489400921658986,-0.416873449131513,-0.586646661665416,-0.465562336530078,-0.485768500948766,-0.407258064516129,-0.709677419354838,-0.451612903225806,-0.440860215053763,-0.453310696095076,-0.532258064516129,-0.76036866359447,-0.573781743308167,-0.865591397849462,-0.524193548387096,-0.414611005692599
"Golgi To Endosome Transport",-0.6875,-0.53125,-0.90625,-0.53125,-0.53125,-1.03125,-0.78125,-0.75,-0.90625,-0.9375,-0.59375,-0.84375,-1,-0.53125,-0.875,-1.03125,-0.65625,-0.53125,-0.53125,-0.53125,-0.75,-0.53125,-0.65625,-0.5625,-0.53125,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.6875,-0.53125,-0.78125,-0.53125,-0.53125,-0.90625,-0.53125,-0.65625,-0.53125,-0.53125
"Golgi Vesicle Transport",-0.326375711574952,0.85663082437276,-0.903225806451612,0.438030560271647,-0.476702508960573,-0.832258064516128,0.36989247311828,-0.350631136044881,-0.76036866359447,-0.602150537634408,-0.778225806451612,-0.672043010752688,-0.638297872340425,-0.612903225806451,-0.827489481065918,-0.874363327674023,-0.677419354838709,-0.410636442894507,-0.407258064516129,0.410557184750733,-0.675268817204301,-0.476702508960573,-0.64516129032258,0.778225806451613,-0.489400921658986,-0.416873449131513,-0.586646661665416,-0.465562336530078,-0.485768500948766,-0.407258064516129,-0.709677419354838,-0.451612903225806,-0.440860215053763,-0.453310696095076,-0.532258064516129,-0.76036866359447,-0.573781743308167,-0.865591397849462,-0.524193548387096,-0.414611005692599
"Growth",0.361702127659574,-0.462068965517242,-0.275862068965517,-0.302801724137931,-0.508196721311476,-0.537263626251391,-0.510971786833856,-0.438423645320197,-0.344827586206897,0.371502927781392,0.244916003536693,-0.416551724137931,-0.435676392572944,-0.522030651340996,-0.473419540229885,0.526986506746627,-0.331034482758621,-0.441752096924511,-0.41128526645768,0.399784482758621,0.327586206896552,0.344061302681992,0.378544061302682,0.398366606170599,-0.31237322515213,0.422660098522167,0.384902143522833,0.361702127659574,0.383228840125392,0.456551724137931,0.500718390804598,0.630415561450044,0.472222222222222,-0.525423728813559,0.425,0.482024944974321,0.385579937304075,0.572574178027265,0.397949673811743,0.345905172413793
"Gtpase Activity",0.739130434782609,0.6875,0.3625,0.75,-0.888888888888889,0.690340909090909,-0.6875,-0.772916666666667,0.653846153846154,-0.761904761904762,-0.84375,0.548387096774194,-0.40625,-0.56875,-0.338815789473684,0.336309523809524,-0.625,-0.65625,0.5625,0.65625,0.5625,0.909926470588235,0.6875,-0.68125,-0.4975,0.96875,0.59375,0.5,-0.422697368421053,0.819852941176471,0.664402173913043,0.3125,-0.625,0.369485294117647,-0.496527777777778,-0.760416666666667,-0.375,-0.675,0.53125,-0.400735294117647
"Guanyl Nucleotide Binding",0.739130434782609,0.6875,0.3625,0.75,-0.888888888888889,0.690340909090909,-0.6875,-0.772916666666667,0.653846153846154,-0.761904761904762,-0.84375,0.548387096774194,-0.40625,-0.56875,-0.338815789473684,0.336309523809524,-0.625,-0.65625,0.5625,0.65625,0.5625,0.909926470588235,0.6875,-0.68125,-0.4975,0.96875,0.59375,0.5,-0.422697368421053,0.819852941176471,0.664402173913043,0.3125,-0.625,0.369485294117647,-0.496527777777778,-0.760416666666667,-0.375,-0.675,0.53125,-0.400735294117647
"Hydrolase Activity Acting On Acid Anhydrides",0.566666666666667,0.828853046594982,0.356451612903226,0.774193548387097,-0.842105263157894,0.300509337860781,0.385984427141268,-0.444892473118279,0.566666666666667,-0.470588235294118,-0.870967741935483,0.485714285714286,0.600900225056264,-0.503456221198156,-0.306451612903226,-0.302270011947431,-0.67601683029453,-0.258064516129032,0.580645161290323,0.67741935483871,0.483870967741936,0.767741935483871,0.67741935483871,0.486559139784946,-0.435483870967742,0.879506641366224,-0.494134897360704,0.663082437275986,-0.562847608453837,0.649769585253456,0.467741935483871,0.32937181663837,0.354838709677419,0.290322580645161,-0.487455197132616,-0.526209677419354,-0.46844319775596,-0.806451612903225,-0.451612903225806,-0.494193548387097
"Identical Protein Binding",0.560483870967742,0.505376344086022,-0.672325976230899,0.354838709677419,0.441687344913151,-0.522273425499232,0.566666666666667,-0.422287390029325,-0.709677419354838,0.387096774193548,-0.677419354838709,-0.62442396313364,0.318709677419355,-0.336559139784946,-0.440860215053763,-0.606451612903225,-0.76463560334528,0.553894571203777,-0.484848484848485,0.274193548387097,-0.297043010752688,0.425,0.69727047146402,0.354838709677419,0.451612903225807,-0.258064516129032,0.352449223416965,0.592165898617512,-0.451612903225806,0.553894571203777,0.68,0.33026113671275,-0.605928509154315,0.354838709677419,0.460685483870968,0.719267654751526,0.566308243727599,0.539170506912442,-0.528110599078341,-0.384707287933094
"Immune Effector Process",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Immune Response",-0.380952380952381,0.474358974358974,-0.333333333333333,-0.306060606060606,0.450574712643678,-0.575675675675676,-0.370833333333333,0.518390804597701,-0.233333333333333,0.404761904761905,0.55045045045045,-0.233333333333333,-0.529824561403509,0.402083333333333,0.386363636363636,-0.483333333333333,-0.332520325203252,0.323809523809524,0.469047619047619,-0.405882352941176,-0.659770114942529,0.472222222222222,-0.502380952380952,0.376190476190476,0.586206896551724,-0.6,-0.485416666666667,-0.576190476190476,0.574193548387097,0.352564102564103,-0.480392156862745,-0.433333333333333,-0.4,0.4,0.417204301075269,0.49937106918239,0.374509803921569,0.588888888888889,0.520238095238095,0.448648648648649
"Immune System Development",0.539589442815249,-0.316970546984572,0.485714285714286,-0.677419354838709,0.483870967741936,-0.578901482127288,-0.759013282732447,0.586206896551724,0.535483870967742,0.290322580645161,-0.290322580645161,-0.4293659621802,-0.679435483870967,0.603225806451613,-0.709677419354838,-0.297043010752688,-0.71774193548387,0.3841642228739,0.762613730355666,0.399193548387097,-0.670967741935483,0.76036866359447,-0.518817204301075,0.362625139043382,-0.436950146627566,-0.639784946236559,-0.32258064516129,-0.419354838709677,0.463225806451613,-0.444444444444444,-0.483870967741935,-0.431336405529954,-0.614143920595533,-0.511827956989247,0.666199158485274,0.709677419354839,-0.484848484848485,-0.435483870967742,0.424884792626728,0.67741935483871
"Inflammatory Response",-0.554388597149287,-0.40752688172043,-0.620347394540942,-0.709677419354838,-0.451612903225806,-0.561120543293718,-0.868817204301075,-0.69106699751861,-0.387096774193548,-0.677419354838709,0.313782991202346,-0.292803970223325,-0.774193548387096,0.580645161290323,-0.60752688172043,-0.485768500948766,0.459459459459459,-0.482127288578901,0.512406947890819,0.258064516129032,-0.290322580645161,0.739130434782609,-0.362519201228879,0.491935483870968,0.37741935483871,0.566666666666667,0.586206896551724,-0.473118279569892,0.721407624633431,-0.5,-0.483870967741935,-0.421252371916508,-0.442396313364055,0.505376344086022,0.902150537634409,0.370506912442396,0.661935483870968,0.764784946236559,0.649769585253456,0.709677419354839
"Intracellular Transport",-0.326375711574952,0.85663082437276,-0.903225806451612,0.438030560271647,-0.476702508960573,-0.832258064516128,0.36989247311828,-0.350631136044881,-0.76036866359447,-0.602150537634408,-0.778225806451612,-0.672043010752688,-0.638297872340425,-0.612903225806451,-0.827489481065918,-0.874363327674023,-0.677419354838709,-0.410636442894507,-0.407258064516129,0.410557184750733,-0.675268817204301,-0.476702508960573,-0.64516129032258,0.778225806451613,-0.489400921658986,-0.416873449131513,-0.586646661665416,-0.465562336530078,-0.485768500948766,-0.407258064516129,-0.709677419354838,-0.451612903225806,-0.440860215053763,-0.453310696095076,-0.532258064516129,-0.76036866359447,-0.573781743308167,-0.865591397849462,-0.524193548387096,-0.414611005692599
"Intrinsic Component Of Plasma Membrane",0.726755218216319,-0.653225806451613,0.545161290322581,0.663394109396914,-0.354838709677419,0.419354838709678,-0.573313782991202,-0.451612903225806,-0.64516129032258,0.650853889943074,0.491039426523298,0.544592030360531,0.32258064516129,0.731797235023042,-0.435483870967742,0.67741935483871,0.488479262672811,-0.343010752688172,-0.5,0.710483870967742,-0.565982404692082,-0.640067911714771,0.581566820276498,-0.64516129032258,-0.451612903225806,0.470288624787776,0.319243604004449,-0.430443548387097,0.290322580645161,0.699539170506912,-0.645833333333333,0.513709677419355,-0.467741935483871,-0.532814238042269,0.284712482468443,0.649769585253456,-0.512333965844402,0.483870967741935,-0.551724137931034,-0.619915848527349
"Kinase Binding",-0.340425531914893,0.414634146341463,0.437254901960784,0.378947368421053,0.736559139784946,0.376923076923077,0.314492753623188,0.345238095238095,0.633333333333333,0.338738738738739,-0.435416666666667,0.4,-0.325490196078431,-0.761904761904762,0.312280701754386,0.552173913043478,0.423809523809524,0.354954954954955,0.476470588235294,0.477083333333333,-0.457894736842105,0.633333333333334,-0.422988505747126,0.535294117647059,-0.383333333333333,-0.333333333333333,0.30952380952381,-0.391228070175438,-0.333333333333333,-0.516129032258064,-0.471794871794872,0.733333333333333,-0.453333333333333,-0.575,0.435897435897436,-0.375,0.35,-0.306060606060606,-0.583687943262411,0.725
"Kinase Regulator Activity",-0.668520578420467,-0.338709677419355,0.612903225806452,-0.451612903225806,0.837634408602151,-0.470967741935483,-0.347248576850095,-0.361851332398317,0.67741935483871,0.535483870967742,0.32937181663837,-0.315412186379928,0.376660341555977,0.451612903225807,-0.406451612903226,0.782013685239492,0.589605734767025,-0.290322580645161,-0.402764976958525,0.560483870967742,-0.444444444444444,-0.544179523141655,0.447368421052632,-0.370967741935484,-0.741935483870967,-0.419354838709677,0.645161290322581,-0.71121351766513,0.346041055718475,-0.470588235294117,-0.672325976230899,0.544592030360531,-0.526209677419355,-0.885714285714285,0.53125,0.636672325976231,0.491039426523298,0.549627791563276,0.483870967741935,0.511921458625526
