111,93,37
111,77,14
109,83,56
110,93,46
111,56,19
110,53,50
111,64,15
112,58,18
110,41,44
109,55,51
102,83,18
102,66,21
102,54,20
101,41,31
100,44,42
101,53,54
90,62,34
90,59,43
89,85,52
90,81,46
90,63,29
90,61,29
89,86,53
89,49,53
90,60,53
89,48,51
89,81,69
89,68,74
89,81,66
89,88,65
111,94,35
111,74,15
109,81,55
110,93,46
112,63,15
110,40,34
110,40,42
110,39,37
102,83,21
102,61,17
102,62,16
102,55,20
100,70,62
100,90,65
100,71,63
100,91,65
100,45,44
101,54,54
101,42,30
159,27,-2
90,72,32
90,60,28
90,73,32
90,59,41
91,53,39
91,55,37
90,60,51
89,63,75
89,88,62
90,88,63
