75,35,69
63,54,19
39,46,54
28,27,52
31,22,34
114,51,25
114,45,31
107,43,22
107,33,19
107,44,15
107,65,50
107,51,54
106,18,42
107,26,35
105,27,51
107,20,30
88,63,56
88,47,62
88,62,50
87,59,59
87,25,25
86,46,28
87,34,21
86,41,29
87,46,28
88,35,54
88,12,49
86,15,34
86,17,33
88,24,54
88,21,50
87,25,40
86,20,30
75,56,65
75,43,28
76,58,58
75,45,44
75,45,29
75,45,78
76,37,65
75,27,64
76,48,65
77,35,69
76,37,58
76,19,47
75,29,46
75,35,32
75,38,43
74,22,57
74,28,51
75,32,40
74,38,33
61,49,60
61,39,66
61,23,59
60,16,48
62,31,58
61,11,56
62,48,27
63,53,34
62,46,21
62,47,29
60,59,42
62,20,29
62,27,25
61,27,36
63,33,25
39,40,55
41,51,23
42,49,19
39,27,50
42,36,19
41,24,36
41,46,28
28,59,38
30,58,27
