10,-85,-26
-1,-70,-21
13,-68,-44
13,-70,-19
-43,-65,-27
-44,-72,-31
-43,-66,-44
-43,-59,-48
-43,-54,-47
10,-44,-23
10,-49,-21
10,-43,-27
9,-39,-14
9,-43,-9
9,-62,-17
10,-75,-24
10,-77,-24
11,-69,-35
10,-56,-56
10,-65,-48
-2,-46,-25
-1,-47,-16
-1,-49,-10
-2,-61,-55
-2,-49,-37
-1,-61,-14
-3,-75,-41
-2,-70,-41
-2,-68,-42
42,-79,-30
44,-71,-44
44,-63,-53
42,-51,-26
13,-66,-17
14,-75,-26
13,-81,-31
13,-42,-23
12,-48,-9
13,-71,-41
13,-55,-60
14,-44,-46
